"","rowname","phi1","phi2","ve","sigma2","rho","phi3","phi4","phi5","tslength","approach","maxE","iter"
"364","25yrs4ages",0.0942110356456909,0.0105969750329823,0.01,2.96893278327558,0.999629315898166,0.0160224061900397,1.85206588938152e-07,0.0223800461539992,25,"hier",5,91
"365","5yrs20ages",0.113129765743377,0.387738050461617,0.0100000023157543,2.34459478648836,0.953051864810882,NA,NA,NA,5,"hier",2,92
"366","10yrs10ages",0.106624192319351,0.0922753412383346,0.01,3.45754435147419,0.992532137688291,3.12190630130352e-17,NA,NA,10,"hier",3,92
"367","20yrs5ages",0.144962119306149,0.112362228230836,0.01,1.0881968418889,0.998907779579061,0.0553668171707094,0.301929175537934,NA,20,"hier",4,92
"368","25yrs4ages",0.106965233246268,0.0161037316566493,0.01,2.90102841829886,0.999638529747545,0.0102554653846618,1.71040401923489e-08,0.0283795191090484,25,"hier",5,92
"369","5yrs20ages",0.115698113593362,0.41391957130784,0.01,2.41250997780105,0.957181663770967,NA,NA,NA,5,"hier",2,93
"370","10yrs10ages",0.106354505081474,0.0934798696747395,0.01,3.42021484711683,0.992285820594487,4.90229150274245e-24,NA,NA,10,"hier",3,93
"371","20yrs5ages",0.139206680079183,0.112363702279545,0.01,1.02972688377951,0.998907223069738,0.0615467706933395,0.310331954963557,NA,20,"hier",4,93
"372","25yrs4ages",0.100752475757341,0.0143339855366815,0.01,2.91742484476006,0.999631670589394,0.0106369206061795,1.50408588771872e-19,0.0288478936442185,25,"hier",5,93
"373","5yrs20ages",1.14041001797158,0.21952070490888,0.0232291752416448,1.35895535271069,0.986183247822186,NA,NA,NA,5,"hier",2,94
"374","10yrs10ages",0.369449189267082,0.143867636282819,0.01,2.57371830850514,0.997870548778262,0.00697372831987981,NA,NA,10,"hier",3,94
"375","20yrs5ages",0.17202971239741,0.136249092800895,0.01,1.08059575051322,0.998691000129559,0.0239366295150424,0.193653035068669,NA,20,"hier",4,94
"376","25yrs4ages",0.107401931734905,0.0198994379983485,0.01,2.90418297692074,0.999691964835356,0.00516091561724232,1.71040401923489e-08,0.029566357802399,25,"hier",5,94
"377","5yrs20ages",0.165848257767066,0.497756226368709,0.01,2.15691321371592,0.962886305835539,NA,NA,NA,5,"hier",2,95
"378","10yrs10ages",0.167278846174068,0.0728243210701409,0.01,3.55013621264687,0.997246955428546,0.00432836884524161,NA,NA,10,"hier",3,95
"379","20yrs5ages",0.101053170087981,0.0997511410413916,0.01,1.55419865684056,0.998169468261844,0.00230280153179858,0.227348086502686,NA,20,"hier",4,95
"380","25yrs4ages",0.119138101669508,0.016959551441322,0.01,2.88377717073534,0.999676170305801,0.00781477856806699,1.3161518908665e-14,0.0244403308963788,25,"hier",5,95
"381","5yrs20ages",1.10808725464597,0.307861523162067,0.0192330703064383,1.25808715730443,0.984465542258611,NA,NA,NA,5,"hier",2,96
"382","10yrs10ages",0.261755415851183,0.117445423702394,0.01,2.99278932119818,0.997591857280966,0.00383717724792756,NA,NA,10,"hier",3,96
"383","20yrs5ages",0.146681754753979,0.1365353176771,0.01,1.12833944202025,0.998556720235991,0.0143572031975525,0.212805222132563,NA,20,"hier",4,96
"384","25yrs4ages",0.101482553383811,0.017514627652229,0.01,2.9322813013108,0.999703372404018,0.00642507897724682,3.58990621556741e-11,0.0287175327409436,25,"hier",5,96
"385","5yrs20ages",0.731817026955561,0.67374448847341,0.0181120735429919,1.35933087763638,0.969069431474014,NA,NA,NA,5,"hier",2,97
"386","10yrs10ages",0.115320861764375,0.106195546032667,0.01,3.1818474212153,0.988879326270019,1.47534348622292e-81,NA,NA,10,"hier",3,97
"387","20yrs5ages",0.0753264294990588,8.46446484583358e-169,0.01,1.99962343575666,0.999539464293028,0.064348950187709,0.69609713028357,NA,20,"hier",4,97
"388","25yrs4ages",0.0970115732937954,0.0131894452814941,0.01,2.9671168460938,0.999646045709427,0.0135858484086248,1.1085841427132e-60,0.0214970479731694,25,"hier",5,97
"389","5yrs20ages",0.783240754922742,0.52772086393323,0.0121899390743125,1.29467582211531,0.973183657440661,NA,NA,NA,5,"hier",2,98
"390","10yrs10ages",0.155873214177938,0.0723725165174956,0.01,3.52692717328237,0.996771825787799,0.00249116946916175,NA,NA,10,"hier",3,98
"391","20yrs5ages",0.113181320865867,0.120227086745712,0.01,1.35300740872023,0.998314758911919,0.00336510261265955,0.230831068034521,NA,20,"hier",4,98
"392","25yrs4ages",0.0970357253862965,0.0144596749934182,0.01,2.98221539316749,0.999708281987542,0.0081247805133373,1.3161518908665e-14,0.0271574189738293,25,"hier",5,98
"393","5yrs20ages",0.14867587838355,0.426193639766496,0.01,2.4419182430204,0.967625764265816,NA,NA,NA,5,"hier",2,99
"394","10yrs10ages",0.127131936274607,0.0860828857512257,0.01,3.24440278782282,0.992116119928818,1.66817153817457e-22,NA,NA,10,"hier",3,99
"395","20yrs5ages",0.143874492104288,0.108745388437915,0.01,1.07938497296354,0.999020747105502,0.0671861407593939,0.287344068199656,NA,20,"hier",4,99
"396","25yrs4ages",0.0964202445234028,0.014479376594135,0.01,2.91965990081594,0.999611029478544,0.0100455485613761,3.58990621556741e-11,0.0289300437953794,25,"hier",5,99
"397","5yrs20ages",0.191453998250657,0.398171359974785,0.01,2.0176980250694,0.958920183209889,NA,NA,NA,5,"hier",2,100
"398","10yrs10ages",0.148612092442014,0.0762247217084963,0.01,3.24512524154287,0.992737463940774,3.54727646146673e-12,NA,NA,10,"hier",3,100
"399","20yrs5ages",0.15839253782446,0.103780786047521,0.01,1.13140189654235,0.999078911071569,0.068210260773014,0.263271182629089,NA,20,"hier",4,100
"400","25yrs4ages",0.104375536872574,0.0174331027146502,0.01,2.89858022807998,0.999604761705215,0.00814574037123939,1.01048661844173e-08,0.0284886925312231,25,"hier",5,100
