"","rowname","iter","sim","approach","value"
"999","R2",67,"II","fit_NT_stats",0.997239994153842
"1000","rmse",67,"II","fit_all_stats",0.355711623328552
"1001","rmse",67,"II","fitsumStats",0.105501563553955
"1002","rmse",67,"II","fit_NT_stats",0.0337890057084249
"1003","R2",68,"II","fit_all_stats",0.906304023509901
"1004","R2",68,"II","fitsumStats",0.971728512383154
"1005","R2",68,"II","fit_NT_stats",0.996030400635534
"1006","rmse",68,"II","fit_all_stats",2.01774309507451
"1007","rmse",68,"II","fitsumStats",0.113109967186633
"1008","rmse",68,"II","fit_NT_stats",0.0423837993039559
"1009","R2",69,"II","fit_all_stats",0.939302903800425
"1010","R2",69,"II","fitsumStats",0.96628596359049
"1011","R2",69,"II","fit_NT_stats",0.915694269761993
"1012","rmse",69,"II","fit_all_stats",0.850651358023233
"1013","rmse",69,"II","fitsumStats",0.0693528131581515
"1014","rmse",69,"II","fit_NT_stats",0.109669851033369
"1015","R2",70,"II","fit_all_stats",0.997272495920191
"1016","R2",70,"II","fitsumStats",0.974829014747447
"1017","R2",70,"II","fit_NT_stats",0.998631842895802
"1018","rmse",70,"II","fit_all_stats",0.207496376030569
"1019","rmse",70,"II","fitsumStats",0.0839645877550735
"1020","rmse",70,"II","fit_NT_stats",0.0195755529038879
"1021","R2",71,"II","fit_all_stats",0.998450458048424
"1022","R2",71,"II","fitsumStats",0.987721898852916
"1023","R2",71,"II","fit_NT_stats",0.997612505250434
"1024","rmse",71,"II","fit_all_stats",0.128267239339316
"1025","rmse",71,"II","fitsumStats",0.0547784031274835
"1026","rmse",71,"II","fit_NT_stats",0.0241554413484933
"1027","R2",72,"II","fit_all_stats",0.998336203713366
"1028","R2",72,"II","fitsumStats",0.9925595395926
"1029","R2",72,"II","fit_NT_stats",0.998954117106678
"1030","rmse",72,"II","fit_all_stats",0.192225653610388
"1031","rmse",72,"II","fitsumStats",0.0495657486995717
"1032","rmse",72,"II","fit_NT_stats",0.0185833195749141
"1033","R2",73,"II","fit_all_stats",0.938070587811103
"1034","R2",73,"II","fitsumStats",0.502557571515625
"1035","R2",73,"II","fit_NT_stats",0.753525036916043
"1036","rmse",73,"II","fit_all_stats",0.90406189373282
"1037","rmse",73,"II","fitsumStats",0.340509932786678
"1038","rmse",73,"II","fit_NT_stats",0.239687164436121
"1039","R2",74,"II","fit_all_stats",0.999875623238616
"1040","R2",74,"II","fitsumStats",0.956459279391974
"1041","R2",74,"II","fit_NT_stats",0.840781288570694
"1042","rmse",74,"II","fit_all_stats",0.0355567001366173
"1043","rmse",74,"II","fitsumStats",0.029075738023192
"1044","rmse",74,"II","fit_NT_stats",0.055600665952006
"1045","R2",75,"II","fit_all_stats",0.842404982505962
"1046","R2",75,"II","fitsumStats",0.638593498837972
"1047","R2",75,"II","fit_NT_stats",0.923715316314934
"1048","rmse",75,"II","fit_all_stats",1.55330034410315
"1049","rmse",75,"II","fitsumStats",0.366728727525177
"1050","rmse",75,"II","fit_NT_stats",0.168486700737722
"1051","R2",76,"II","fit_all_stats",0.998960964337051
"1052","R2",76,"II","fitsumStats",0.992574819063974
"1053","R2",76,"II","fit_NT_stats",0.995454747071753
"1054","rmse",76,"II","fit_all_stats",0.105191271724049
"1055","rmse",76,"II","fitsumStats",0.0403016096336277
"1056","rmse",76,"II","fit_NT_stats",0.0315317372679105
"1057","R2",77,"II","fit_all_stats",0.997717276138912
"1058","R2",77,"II","fitsumStats",0.978020215303508
"1059","R2",77,"II","fit_NT_stats",0.997768059024014
"1060","rmse",77,"II","fit_all_stats",0.18100857934353
"1061","rmse",77,"II","fitsumStats",0.0755225333571738
"1062","rmse",77,"II","fit_NT_stats",0.0240661259589283
"1063","R2",78,"II","fit_all_stats",0.99663747678907
"1064","R2",78,"II","fitsumStats",0.973330068364912
"1065","R2",78,"II","fit_NT_stats",0.993350601619345
"1066","rmse",78,"II","fit_all_stats",0.369161395726646
"1067","rmse",78,"II","fitsumStats",0.106242184134022
"1068","rmse",78,"II","fit_NT_stats",0.0530490017295693
"1069","R2",79,"II","fit_all_stats",0.998081348386827
"1070","R2",79,"II","fitsumStats",0.987602147941145
"1071","R2",79,"II","fit_NT_stats",0.996620310505115
"1072","rmse",79,"II","fit_all_stats",0.144511881459041
"1073","rmse",79,"II","fitsumStats",0.0513647920230478
"1074","rmse",79,"II","fit_NT_stats",0.0268182669867561
"1075","R2",80,"II","fit_all_stats",0.998679793737474
"1076","R2",80,"II","fitsumStats",0.981617894545402
"1077","R2",80,"II","fit_NT_stats",0.997493535715432
"1078","rmse",80,"II","fit_all_stats",0.183478347647964
"1079","rmse",80,"II","fitsumStats",0.081889847855446
"1080","rmse",80,"II","fit_NT_stats",0.0302387056777706
"1081","R2",81,"II","fit_all_stats",0.997438063235515
"1082","R2",81,"II","fitsumStats",0.992165513926089
"1083","R2",81,"II","fit_NT_stats",0.999517284986393
"1084","rmse",81,"II","fit_all_stats",0.176676116313349
"1085","rmse",81,"II","fitsumStats",0.0456987786988211
"1086","rmse",81,"II","fit_NT_stats",0.011343439015874
"1087","R2",82,"II","fit_all_stats",0.994110297221611
"1088","R2",82,"II","fitsumStats",0.971171122064738
"1089","R2",82,"II","fit_NT_stats",0.996025511706773
"1090","rmse",82,"II","fit_all_stats",0.406957938006901
"1091","rmse",82,"II","fitsumStats",0.102089258845856
"1092","rmse",82,"II","fit_NT_stats",0.0379058982335327
"1093","R2",83,"II","fit_all_stats",0.997381950801489
"1094","R2",83,"II","fitsumStats",0.991765787717215
"1095","R2",83,"II","fit_NT_stats",0.993640702553032
"1096","rmse",83,"II","fit_all_stats",0.283463828391295
"1097","rmse",83,"II","fitsumStats",0.0560499622217723
"1098","rmse",83,"II","fit_NT_stats",0.0492571028166134
"1099","R2",84,"II","fit_all_stats",0.994785220784514
"1100","R2",84,"II","fitsumStats",0.983452840272833
"1101","R2",84,"II","fit_NT_stats",0.996957756981074
"1102","rmse",84,"II","fit_all_stats",0.389996884075021
"1103","rmse",84,"II","fitsumStats",0.0769216917454139
"1104","rmse",84,"II","fit_NT_stats",0.0329825363083004
"1105","R2",85,"II","fit_all_stats",0.996978630758635
"1106","R2",85,"II","fitsumStats",0.985171283596991
"1107","R2",85,"II","fit_NT_stats",0.992441991839849
"1108","rmse",85,"II","fit_all_stats",0.205771091704722
"1109","rmse",85,"II","fitsumStats",0.0615405581549478
"1110","rmse",85,"II","fit_NT_stats",0.0439352730055746
"1111","R2",86,"II","fit_all_stats",0.917055847807986
"1112","R2",86,"II","fitsumStats",0.8861720232973
"1113","R2",86,"II","fit_NT_stats",0.984916709143032
"1114","rmse",86,"II","fit_all_stats",1.4421379161684
"1115","rmse",86,"II","fitsumStats",0.214825192238366
"1116","rmse",86,"II","fit_NT_stats",0.0782003602653397
"1117","R2",87,"II","fit_all_stats",0.995108899015556
"1118","R2",87,"II","fitsumStats",0.959564733772511
"1119","R2",87,"II","fit_NT_stats",0.80462373277395
"1120","rmse",87,"II","fit_all_stats",0.477029615805948
"1121","rmse",87,"II","fitsumStats",0.105251530564708
"1122","rmse",87,"II","fit_NT_stats",0.231357813145724
"1123","R2",88,"II","fit_all_stats",0.997182871123989
"1124","R2",88,"II","fitsumStats",0.986497143583861
"1125","R2",88,"II","fit_NT_stats",0.99952421726572
"1126","rmse",88,"II","fit_all_stats",0.190869632181545
"1127","rmse",88,"II","fitsumStats",0.0623261511147569
"1128","rmse",88,"II","fit_NT_stats",0.0116993523936036
"1129","R2",89,"II","fit_all_stats",0.997688174984772
"1130","R2",89,"II","fitsumStats",0.968828633161007
"1131","R2",89,"II","fit_NT_stats",0.998870983072867
"1132","rmse",89,"II","fit_all_stats",0.183893643818232
"1133","rmse",89,"II","fitsumStats",0.0912709128744948
"1134","rmse",89,"II","fit_NT_stats",0.0173701951568461
"1135","R2",90,"II","fit_all_stats",0.805616949077404
"1136","R2",90,"II","fitsumStats",0.873522153349935
"1137","R2",90,"II","fit_NT_stats",0.981856698693077
"1138","rmse",90,"II","fit_all_stats",2.41365644471135
"1139","rmse",90,"II","fitsumStats",0.191698137642517
"1140","rmse",90,"II","fit_NT_stats",0.0726053826721664
"1141","R2",91,"II","fit_all_stats",0.98069765230205
"1142","R2",91,"II","fitsumStats",0.89768850473542
"1143","R2",91,"II","fit_NT_stats",0.989447244518331
"1144","rmse",91,"II","fit_all_stats",1.65090016827017
"1145","rmse",91,"II","fitsumStats",0.273756876245092
"1146","rmse",91,"II","fit_NT_stats",0.0879196110841318
"1147","R2",92,"II","fit_all_stats",0.997656353561834
"1148","R2",92,"II","fitsumStats",0.987488236103504
"1149","R2",92,"II","fit_NT_stats",0.999583860532741
"1150","rmse",92,"II","fit_all_stats",0.175627196750898
"1151","rmse",92,"II","fitsumStats",0.0562132330515772
"1152","rmse",92,"II","fit_NT_stats",0.0102517674766712
"1153","R2",93,"II","fit_all_stats",0.999843088705956
"1154","R2",93,"II","fitsumStats",0.997485381133882
"1155","R2",93,"II","fit_NT_stats",0.996818003925312
"1156","rmse",93,"II","fit_all_stats",0.0380599395451009
"1157","rmse",93,"II","fitsumStats",0.0116164433320139
"1158","rmse",93,"II","fit_NT_stats",0.0130673316348625
"1159","R2",94,"II","fit_all_stats",0.99640612067186
"1160","R2",94,"II","fitsumStats",0.985601145896372
"1161","R2",94,"II","fit_NT_stats",0.997698321471572
"1162","rmse",94,"II","fit_all_stats",0.300387335657232
"1163","rmse",94,"II","fitsumStats",0.069295200004393
"1164","rmse",94,"II","fit_NT_stats",0.0277052147062389
"1165","R2",95,"II","fit_all_stats",0.996996552293522
"1166","R2",95,"II","fitsumStats",0.991156729399507
"1167","R2",95,"II","fit_NT_stats",0.99880659358403
"1168","rmse",95,"II","fit_all_stats",0.238516823702618
"1169","rmse",95,"II","fitsumStats",0.0560478323009946
"1170","rmse",95,"II","fit_NT_stats",0.0205895354263465
"1171","R2",96,"II","fit_all_stats",0.905979279418662
"1172","R2",96,"II","fitsumStats",0.0189984558317632
"1173","R2",96,"II","fit_NT_stats",0.956980302843199
"1174","rmse",96,"II","fit_all_stats",0.959316488545186
"1175","rmse",96,"II","fitsumStats",0.448544248564722
"1176","rmse",96,"II","fit_NT_stats",0.0939299565033944
"1177","R2",97,"II","fit_all_stats",0.996964763682468
"1178","R2",97,"II","fitsumStats",0.982163177731504
"1179","R2",97,"II","fit_NT_stats",0.995623939205903
"1180","rmse",97,"II","fit_all_stats",0.297255573638594
"1181","rmse",97,"II","fitsumStats",0.0818783979683867
"1182","rmse",97,"II","fit_NT_stats",0.0405557341590182
"1183","R2",98,"II","fit_all_stats",0.990309775203071
"1184","R2",98,"II","fitsumStats",0.818045350168976
"1185","R2",98,"II","fit_NT_stats",0.989738702703649
"1186","rmse",98,"II","fit_all_stats",1.13647618225338
"1187","rmse",98,"II","fitsumStats",0.332362375767131
"1188","rmse",98,"II","fit_NT_stats",0.0789280568093283
"1189","R2",99,"II","fit_all_stats",0.999959186310942
"1190","R2",99,"II","fitsumStats",0.99651746476607
"1191","R2",99,"II","fit_NT_stats",0.99544207847949
"1192","rmse",99,"II","fit_all_stats",0.0212157077272368
"1193","rmse",99,"II","fitsumStats",0.00779202376029267
"1194","rmse",99,"II","fit_NT_stats",0.0089142729995505
"1195","R2",100,"II","fit_all_stats",0.99732633820929
"1196","R2",100,"II","fitsumStats",0.989542486220996
"1197","R2",100,"II","fit_NT_stats",0.99514287504735
"1198","rmse",100,"II","fit_all_stats",0.273260810468685
"1199","rmse",100,"II","fitsumStats",0.0622633234550522
"1200","rmse",100,"II","fit_NT_stats",0.0424333885241012
"1201","R2",1,"III","fit_all_stats",0.999902147453597
"1202","R2",1,"III","fitsumStats",0.997707848034507
"1203","R2",1,"III","fit_NT_stats",0.999236048615261
"1204","rmse",1,"III","fit_all_stats",0.0426353686526431
"1205","rmse",1,"III","fitsumStats",0.0252547589308619
"1206","rmse",1,"III","fit_NT_stats",0.0145798946174279
"1207","R2",2,"III","fit_all_stats",0.961796586799833
"1208","R2",2,"III","fitsumStats",0.954534437270101
"1209","R2",2,"III","fit_NT_stats",0.858547043776043
"1210","rmse",2,"III","fit_all_stats",1.31422434023812
"1211","rmse",2,"III","fitsumStats",0.175624530303648
"1212","rmse",2,"III","fit_NT_stats",0.309777524204504
"1213","R2",3,"III","fit_all_stats",0.998633854917818
"1214","R2",3,"III","fitsumStats",0.974864896100549
"1215","R2",3,"III","fit_NT_stats",0.999053232075561
"1216","rmse",3,"III","fit_all_stats",0.21884781063387
"1217","rmse",3,"III","fitsumStats",0.154003499417755
"1218","rmse",3,"III","fit_NT_stats",0.0298890433579275
"1219","R2",4,"III","fit_all_stats",0.999795418163
"1220","R2",4,"III","fitsumStats",0.998951862868364
"1221","R2",4,"III","fit_NT_stats",0.99813967174816
"1222","rmse",4,"III","fit_all_stats",0.0582116989104257
"1223","rmse",4,"III","fitsumStats",0.0189576147907464
"1224","rmse",4,"III","fit_NT_stats",0.0252562827988949
"1225","R2",5,"III","fit_all_stats",0.999680872303717
"1226","R2",5,"III","fitsumStats",0.998730769017253
"1227","R2",5,"III","fit_NT_stats",0.996255036635162
"1228","rmse",5,"III","fit_all_stats",0.10594502451285
"1229","rmse",5,"III","fitsumStats",0.0362189354170803
"1230","rmse",5,"III","fit_NT_stats",0.0622141447413976
"1231","R2",6,"III","fit_all_stats",0.998921808455883
"1232","R2",6,"III","fitsumStats",0.997059212925461
"1233","R2",6,"III","fit_NT_stats",0.999083647552482
"1234","rmse",6,"III","fit_all_stats",0.118452462581863
"1235","rmse",6,"III","fitsumStats",0.0307577973590946
"1236","rmse",6,"III","fit_NT_stats",0.0171693839641142
"1237","R2",7,"III","fit_all_stats",0.998355294351924
"1238","R2",7,"III","fitsumStats",0.981531911840195
"1239","R2",7,"III","fit_NT_stats",0.96580950169581
"1240","rmse",7,"III","fit_all_stats",0.230936511726305
"1241","rmse",7,"III","fitsumStats",0.123410328960614
"1242","rmse",7,"III","fit_NT_stats",0.167916454482191
"1243","R2",8,"III","fit_all_stats",0.99985515706224
"1244","R2",8,"III","fitsumStats",0.998355257900181
"1245","R2",8,"III","fit_NT_stats",0.995646763154518
"1246","rmse",8,"III","fit_all_stats",0.0556604075012402
"1247","rmse",8,"III","fitsumStats",0.0300495863116953
"1248","rmse",8,"III","fit_NT_stats",0.0488872649832108
"1249","R2",9,"III","fit_all_stats",0.997503279450306
"1250","R2",9,"III","fitsumStats",0.985974349983833
"1251","R2",9,"III","fit_NT_stats",0.997999576451894
"1252","rmse",9,"III","fit_all_stats",0.23305090357571
"1253","rmse",9,"III","fitsumStats",0.073302686264079
"1254","rmse",9,"III","fit_NT_stats",0.0276833963353675
"1255","R2",10,"III","fit_all_stats",0.99990332488361
"1256","R2",10,"III","fitsumStats",0.998212210097953
"1257","R2",10,"III","fit_NT_stats",0.998675972805186
"1258","rmse",10,"III","fit_all_stats",0.0452003409943567
"1259","rmse",10,"III","fitsumStats",0.0237070122157942
"1260","rmse",10,"III","fit_NT_stats",0.0204017319011138
"1261","R2",11,"III","fit_all_stats",0.99814064500463
"1262","R2",11,"III","fitsumStats",0.96622446106711
"1263","R2",11,"III","fit_NT_stats",0.990467682845526
"1264","rmse",11,"III","fit_all_stats",0.270025934733848
"1265","rmse",11,"III","fitsumStats",0.192075170059175
"1266","rmse",11,"III","fit_NT_stats",0.102039735549628
"1267","R2",12,"III","fit_all_stats",0.996598307182643
"1268","R2",12,"III","fitsumStats",0.984962044239385
"1269","R2",12,"III","fit_NT_stats",0.997288673881627
"1270","rmse",12,"III","fit_all_stats",0.324400140783178
"1271","rmse",12,"III","fitsumStats",0.0985302694173048
"1272","rmse",12,"III","fit_NT_stats",0.0418375406867081
"1273","R2",13,"III","fit_all_stats",0.999676225881727
"1274","R2",13,"III","fitsumStats",0.998288062668628
"1275","R2",13,"III","fit_NT_stats",0.983845135597309
"1276","rmse",13,"III","fit_all_stats",0.0976536862477722
"1277","rmse",13,"III","fitsumStats",0.0338796102412927
"1278","rmse",13,"III","fit_NT_stats",0.104074931272241
"1279","R2",14,"III","fit_all_stats",0.999718647979911
"1280","R2",14,"III","fitsumStats",0.996190399912543
"1281","R2",14,"III","fit_NT_stats",0.997290061266506
"1282","rmse",14,"III","fit_all_stats",0.0770359020451896
"1283","rmse",14,"III","fitsumStats",0.0403745620961672
"1284","rmse",14,"III","fit_NT_stats",0.0340524110519246
"1285","R2",15,"III","fit_all_stats",0.999738233792047
"1286","R2",15,"III","fitsumStats",0.996182576854086
"1287","R2",15,"III","fit_NT_stats",0.980400268028798
"1288","rmse",15,"III","fit_all_stats",0.0886322781551748
"1289","rmse",15,"III","fitsumStats",0.0197617576736943
"1290","rmse",15,"III","fit_NT_stats",0.0447780817089787
"1291","R2",16,"III","fit_all_stats",0.999981739187302
"1292","R2",16,"III","fitsumStats",0.998832920179152
"1293","R2",16,"III","fit_NT_stats",0.998690386243439
"1294","rmse",16,"III","fit_all_stats",0.0175572804066817
"1295","rmse",16,"III","fitsumStats",0.0110379587196633
"1296","rmse",16,"III","fit_NT_stats",0.0116925732609584
"1297","R2",17,"III","fit_all_stats",0.994154508733265
"1298","R2",17,"III","fitsumStats",0.983896726746244
"1299","R2",17,"III","fit_NT_stats",0.999452402505559
"1300","rmse",17,"III","fit_all_stats",0.282100914955529
"1301","rmse",17,"III","fitsumStats",0.0615928685558657
"1302","rmse",17,"III","fit_NT_stats",0.0113580578365105
"1303","R2",18,"III","fit_all_stats",0.99965500457221
"1304","R2",18,"III","fitsumStats",0.99675759884382
"1305","R2",18,"III","fit_NT_stats",0.999022294052276
"1306","rmse",18,"III","fit_all_stats",0.110679661697762
"1307","rmse",18,"III","fitsumStats",0.0576661205757934
"1308","rmse",18,"III","fit_NT_stats",0.0316658748850976
"1309","R2",19,"III","fit_all_stats",0.999224388781801
"1310","R2",19,"III","fitsumStats",0.97596469864048
"1311","R2",19,"III","fit_NT_stats",0.998419750973502
"1312","rmse",19,"III","fit_all_stats",0.151129305669978
"1313","rmse",19,"III","fitsumStats",0.142268168625118
"1314","rmse",19,"III","fit_NT_stats",0.0364792348835416
"1315","R2",20,"III","fit_all_stats",0.999572771481412
"1316","R2",20,"III","fitsumStats",0.981075239101381
"1317","R2",20,"III","fit_NT_stats",0.999078706279341
"1318","rmse",20,"III","fit_all_stats",0.132831010267834
"1319","rmse",20,"III","fitsumStats",0.12817897513011
"1320","rmse",20,"III","fit_NT_stats",0.0282813834236713
"1321","R2",21,"III","fit_all_stats",0.999029086134371
"1322","R2",21,"III","fitsumStats",0.99890355470197
"1323","R2",21,"III","fit_NT_stats",0.999668442187253
"1324","rmse",21,"III","fit_all_stats",0.0818762656161857
"1325","rmse",21,"III","fitsumStats",0.0142652350250181
"1326","rmse",21,"III","fit_NT_stats",0.00784449660643432
"1327","R2",22,"III","fit_all_stats",0.996996157024879
"1328","R2",22,"III","fitsumStats",0.982960562843933
"1329","R2",22,"III","fit_NT_stats",0.999321003678704
"1330","rmse",22,"III","fit_all_stats",0.157795623486729
"1331","rmse",22,"III","fitsumStats",0.0553176659145091
"1332","rmse",22,"III","fit_NT_stats",0.0110425642597721
"1333","R2",23,"III","fit_all_stats",0.996849709302761
"1334","R2",23,"III","fitsumStats",0.993630226072918
"1335","R2",23,"III","fit_NT_stats",0.999104995405598
"1336","rmse",23,"III","fit_all_stats",0.265560077990135
"1337","rmse",23,"III","fitsumStats",0.0555316232485242
"1338","rmse",23,"III","fit_NT_stats",0.0208156986275251
"1339","R2",24,"III","fit_all_stats",0.994193559644494
"1340","R2",24,"III","fitsumStats",0.871054692513129
"1341","R2",24,"III","fit_NT_stats",0.987870553628638
"1342","rmse",24,"III","fit_all_stats",0.709131012384759
"1343","rmse",24,"III","fitsumStats",0.33161077884366
"1344","rmse",24,"III","fit_NT_stats",0.101705949096599
"1345","R2",25,"III","fit_all_stats",0.995960389570554
"1346","R2",25,"III","fitsumStats",0.891685066333376
"1347","R2",25,"III","fit_NT_stats",0.999153629832971
"1348","rmse",25,"III","fit_all_stats",0.547012962537074
"1349","rmse",25,"III","fitsumStats",0.273304288499956
"1350","rmse",25,"III","fit_NT_stats",0.0241591945314798
"1351","R2",26,"III","fit_all_stats",0.995298772878722
"1352","R2",26,"III","fitsumStats",0.980343264779743
"1353","R2",26,"III","fit_NT_stats",0.999700567367812
"1354","rmse",26,"III","fit_all_stats",0.249758141332387
"1355","rmse",26,"III","fitsumStats",0.0747535040768958
"1356","rmse",26,"III","fit_NT_stats",0.00922625439551598
"1357","R2",27,"III","fit_all_stats",0.999194211618093
"1358","R2",27,"III","fitsumStats",0.991375577404599
"1359","R2",27,"III","fit_NT_stats",0.999334248758644
"1360","rmse",27,"III","fit_all_stats",0.150196667747931
"1361","rmse",27,"III","fitsumStats",0.0766776691851434
"1362","rmse",27,"III","fit_NT_stats",0.021303937581575
"1363","R2",28,"III","fit_all_stats",0.999929968283917
"1364","R2",28,"III","fitsumStats",0.998517968854553
"1365","R2",28,"III","fit_NT_stats",0.996445019852998
"1366","rmse",28,"III","fit_all_stats",0.0434508906599173
"1367","rmse",28,"III","fitsumStats",0.02183554707531
"1368","rmse",28,"III","fit_NT_stats",0.0338184736108058
"1369","R2",29,"III","fit_all_stats",0.998315274003213
"1370","R2",29,"III","fitsumStats",0.992555733090117
"1371","R2",29,"III","fit_NT_stats",0.990157952440311
"1372","rmse",29,"III","fit_all_stats",0.255210574290517
"1373","rmse",29,"III","fitsumStats",0.0921807937700581
"1374","rmse",29,"III","fit_NT_stats",0.105991784754932
"1375","R2",30,"III","fit_all_stats",0.999247618384787
"1376","R2",30,"III","fitsumStats",0.995753141944361
"1377","R2",30,"III","fit_NT_stats",0.995461772441617
"1378","rmse",30,"III","fit_all_stats",0.1213460868295
"1379","rmse",30,"III","fitsumStats",0.0488720532832006
"1380","rmse",30,"III","fit_NT_stats",0.0505207567428549
"1381","R2",31,"III","fit_all_stats",0.999877943269849
"1382","R2",31,"III","fitsumStats",0.998880601475135
"1383","R2",31,"III","fit_NT_stats",0.996465729908714
"1384","rmse",31,"III","fit_all_stats",0.0578987269259591
"1385","rmse",31,"III","fitsumStats",0.0227080820169905
"1386","rmse",31,"III","fit_NT_stats",0.0403494813564612
"1387","R2",32,"III","fit_all_stats",0.923013225153488
"1388","R2",32,"III","fitsumStats",0.529522166887433
"1389","R2",32,"III","fit_NT_stats",0.95876797755086
"1390","rmse",32,"III","fit_all_stats",1.95214855681716
"1391","rmse",32,"III","fitsumStats",0.861244262584223
"1392","rmse",32,"III","fit_NT_stats",0.254961190010007
"1393","R2",33,"III","fit_all_stats",0.999863087098011
"1394","R2",33,"III","fitsumStats",0.998620816646264
"1395","R2",33,"III","fit_NT_stats",0.996776111411633
"1396","rmse",33,"III","fit_all_stats",0.0591637648208964
"1397","rmse",33,"III","fitsumStats",0.0248307849838826
"1398","rmse",33,"III","fit_NT_stats",0.0379637809087072
"1399","R2",34,"III","fit_all_stats",0.999818854802372
"1400","R2",34,"III","fitsumStats",0.996418977140054
"1401","R2",34,"III","fit_NT_stats",0.986515816289035
"1402","rmse",34,"III","fit_all_stats",0.0745340551199195
"1403","rmse",34,"III","fitsumStats",0.05481824512527
"1404","rmse",34,"III","fit_NT_stats",0.106373613451016
"1405","R2",35,"III","fit_all_stats",0.999981665347587
"1406","R2",35,"III","fitsumStats",0.999621331840122
"1407","R2",35,"III","fit_NT_stats",0.998254518172289
"1408","rmse",35,"III","fit_all_stats",0.0177139935473011
"1409","rmse",35,"III","fitsumStats",0.00683321495134405
"1410","rmse",35,"III","fit_NT_stats",0.0146707850388532
"1411","R2",36,"III","fit_all_stats",0.999946664457467
"1412","R2",36,"III","fitsumStats",0.999362486025951
"1413","R2",36,"III","fit_NT_stats",0.996992471049937
"1414","rmse",36,"III","fit_all_stats",0.0354399033687141
"1415","rmse",36,"III","fitsumStats",0.0154180982304682
"1416","rmse",36,"III","fit_NT_stats",0.0334881273186929
"1417","R2",37,"III","fit_all_stats",0.999755759190161
"1418","R2",37,"III","fitsumStats",0.996989132398838
"1419","R2",37,"III","fit_NT_stats",0.998266539023032
"1420","rmse",37,"III","fit_all_stats",0.0644714120250898
"1421","rmse",37,"III","fitsumStats",0.0371986578054436
"1422","rmse",37,"III","fit_NT_stats",0.028225294079746
"1423","R2",38,"III","fit_all_stats",0.997647622760662
"1424","R2",38,"III","fitsumStats",0.969314939603445
"1425","R2",38,"III","fit_NT_stats",0.998922233432531
"1426","rmse",38,"III","fit_all_stats",0.32020941645609
"1427","rmse",38,"III","fitsumStats",0.138295367586671
"1428","rmse",38,"III","fit_NT_stats",0.025918298992891
"1429","R2",39,"III","fit_all_stats",0.999926729804812
"1430","R2",39,"III","fitsumStats",0.996990928462795
"1431","R2",39,"III","fit_NT_stats",0.998449647565306
"1432","rmse",39,"III","fit_all_stats",0.0403747063724913
"1433","rmse",39,"III","fitsumStats",0.0293412971384515
"1434","rmse",39,"III","fit_NT_stats",0.0210609652204038
"1435","R2",40,"III","fit_all_stats",0.999831617987849
"1436","R2",40,"III","fitsumStats",0.994525109412609
"1437","R2",40,"III","fit_NT_stats",0.986209820006187
"1438","rmse",40,"III","fit_all_stats",0.0699763123604877
"1439","rmse",40,"III","fitsumStats",0.0572748681082395
"1440","rmse",40,"III","fit_NT_stats",0.0908994683042393
"1441","R2",41,"III","fit_all_stats",0.877784014021149
"1442","R2",41,"III","fitsumStats",0.340922282963893
"1443","R2",41,"III","fit_NT_stats",0.985872885476452
"1444","rmse",41,"III","fit_all_stats",2.63070149327163
"1445","rmse",41,"III","fitsumStats",0.955764600657011
"1446","rmse",41,"III","fit_NT_stats",0.139929524964615
"1447","R2",42,"III","fit_all_stats",0.993907421159407
"1448","R2",42,"III","fitsumStats",0.988476007490551
"1449","R2",42,"III","fit_NT_stats",0.998795904217392
"1450","rmse",42,"III","fit_all_stats",0.457716861954887
"1451","rmse",42,"III","fitsumStats",0.0772234598108648
"1452","rmse",42,"III","fit_NT_stats",0.0249619373706801
"1453","R2",43,"III","fit_all_stats",0.996345686951382
"1454","R2",43,"III","fitsumStats",0.987204410208648
"1455","R2",43,"III","fit_NT_stats",0.999568168963072
"1456","rmse",43,"III","fit_all_stats",0.195467739563403
"1457","rmse",43,"III","fitsumStats",0.0559221809810024
"1458","rmse",43,"III","fit_NT_stats",0.0102733213444768
"1459","R2",44,"III","fit_all_stats",0.996635755892024
"1460","R2",44,"III","fitsumStats",0.985948133584664
"1461","R2",44,"III","fit_NT_stats",0.998525173641216
"1462","rmse",44,"III","fit_all_stats",0.191092621183182
"1463","rmse",44,"III","fitsumStats",0.0607249919866832
"1464","rmse",44,"III","fit_NT_stats",0.0196730141976558
"1465","R2",45,"III","fit_all_stats",0.997048904024667
"1466","R2",45,"III","fitsumStats",0.988802626892751
"1467","R2",45,"III","fit_NT_stats",0.998930160920884
"1468","rmse",45,"III","fit_all_stats",0.245423640586772
"1469","rmse",45,"III","fitsumStats",0.0672788186689395
"1470","rmse",45,"III","fit_NT_stats",0.0207959857562003
"1471","R2",46,"III","fit_all_stats",0.993812264831515
"1472","R2",46,"III","fitsumStats",0.959944966739767
"1473","R2",46,"III","fit_NT_stats",0.9971596358322
"1474","rmse",46,"III","fit_all_stats",0.584746503424397
"1475","rmse",46,"III","fitsumStats",0.16256816803341
"1476","rmse",46,"III","fit_NT_stats",0.0432906369716925
"1477","R2",47,"III","fit_all_stats",0.999646530184527
"1478","R2",47,"III","fitsumStats",0.993026140529829
"1479","R2",47,"III","fit_NT_stats",0.977243072619164
"1480","rmse",47,"III","fit_all_stats",0.116794397477592
"1481","rmse",47,"III","fitsumStats",0.0806760180855467
"1482","rmse",47,"III","fit_NT_stats",0.145735270245554
"1483","R2",48,"III","fit_all_stats",0.999775924554962
