"","rowname","phi1","phi2","ve","sigma2","rho","phi3","phi4","phi5","model","tslength","approach","maxE","iter"
"184","25yrs4ages",0.406859076650435,0.0935527392174896,NA,NA,NA,1.71039844560747e-292,0,0,"prey425",25,"TAindex",5,23
"185","5yrs20ages",1.11996117476818,0.279830115833136,0.0771507211694919,1.54460216608123,0.986071457781868,NA,NA,NA,"prey205",5,"hier",2,24
"186","10yrs10ages",0.898603827443405,0.017404657990659,0.0134695610127176,3.23923169664004,0.984909438610378,0.0523424320090586,NA,NA,"prey1010",10,"hier",3,24
"187","20yrs5ages",0.0415617714183554,0.135677532712899,0.01,2.53213382938639,0.997326614085042,0,0.662506262968033,NA,"prey520",20,"hier",4,24
"188","25yrs4ages",0.127516783053476,0.0834636522876096,0.01,1.51065637216661,0.99845857941701,0.0201652636810041,0,0.227992126792641,"prey425",25,"hier",5,24
"189","5yrs20ages",1.94875101660162e-65,0.264666772484477,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,24
"190","10yrs10ages",0.108392923285935,0,NA,NA,NA,0.152996911798277,NA,NA,"prey1010",10,"TAindex",3,24
"191","20yrs5ages",0.401857429820405,0.130355089229278,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,24
"192","25yrs4ages",1.16995338521091,0.215328344781258,NA,NA,NA,0,0,0,"prey425",25,"TAindex",5,24
"193","5yrs20ages",1.20269733997576,0.776280180554394,0.0493433847894913,1.57123104144868,0.984434278761628,NA,NA,NA,"prey205",5,"hier",2,25
"194","10yrs10ages",0.18485417635057,2.00920200762808,0.01,3.55611533079013,0.999037030634002,0,NA,NA,"prey1010",10,"hier",3,25
"195","20yrs5ages",0.210181339870052,0.281238839065421,0.01,2.1876365510387,0.999013770505194,0,0.188885531669135,NA,"prey520",20,"hier",4,25
"196","25yrs4ages",0.146124025978072,0.0243103713392422,0.01,2.72763281018426,0.994921575200653,0.0150271762072149,0,0.0939744954411961,"prey425",25,"hier",5,25
"197","5yrs20ages",0.13152372721431,8.75464724692493e-21,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,25
"198","10yrs10ages",0.106979102160127,0,NA,NA,NA,0.187444669847972,NA,NA,"prey1010",10,"TAindex",3,25
"199","20yrs5ages",0.661025435905508,0.123199335756387,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,25
"200","25yrs4ages",0.979939395441487,0.159948937064071,NA,NA,NA,6.00650831332755e-59,1.31565207458274e-242,2.76459020748392e-242,"prey425",25,"TAindex",5,25
"201","5yrs20ages",0.993422560283805,0.443401080307094,0.0154609467312117,1.22697762390159,0.967517168174475,NA,NA,NA,"prey205",5,"hier",2,26
"202","10yrs10ages",0.142845341753924,0.25199391292653,0.01,3.62623602368474,0.998447815574765,2.14502627049563e-61,NA,NA,"prey1010",10,"hier",3,26
"203","20yrs5ages",0.138537697701191,0.0304606109233061,0.01,2.60745551644296,0.997809140832337,8.33633852134861e-09,0.0713999136434744,NA,"prey520",20,"hier",4,26
"204","25yrs4ages",0.156822091026568,0.0335301851027846,0.01,2.71887379804573,0.999528587923806,0.0216864670663466,7.2528128666051e-32,0.00915443106097999,"prey425",25,"hier",5,26
"205","5yrs20ages",0.0963850615494998,2.88457393100038e-06,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,26
"206","10yrs10ages",0.0805441097565109,1.07582169026075e-149,NA,NA,NA,0.124408863188838,NA,NA,"prey1010",10,"TAindex",3,26
"207","20yrs5ages",0.268606006348366,0.0855691356035936,NA,NA,NA,8.86791227702778e-271,0,NA,"prey520",20,"TAindex",4,26
"208","25yrs4ages",0.328393623261064,0.0579187641134572,NA,NA,NA,0.0164429056513343,0,3.01959044300084e-148,"prey425",25,"TAindex",5,26
"209","5yrs20ages",1.12445224645544,0.956383527385103,0.0562083699598502,1.09918326019902,0.994350129055213,NA,NA,NA,"prey205",5,"hier",2,27
"210","10yrs10ages",0.0321918094837369,0.0269832196454315,0.01,3.87132264176758,0.997637876141426,0.398432489551051,NA,NA,"prey1010",10,"hier",3,27
"211","20yrs5ages",0.0497925573483767,0.0455811271095558,0.01,2.44975647991019,0.995694963441218,0,0.204110808756694,NA,"prey520",20,"hier",4,27
"212","25yrs4ages",0.042374194281896,0.0499210531420513,0.01,2.26241393522695,0.998274028655639,0.0181390281704368,2.03114312522866e-17,0.0506437672427351,"prey425",25,"hier",5,27
"213","5yrs20ages",0.145195755342743,1.25197880499645e-160,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,27
"214","10yrs10ages",0.0937013300253657,1.72734147532588e-303,NA,NA,NA,0.183173673146426,NA,NA,"prey1010",10,"TAindex",3,27
"215","20yrs5ages",0.168271269171828,0,NA,NA,NA,0.42775695412412,0.0344084459258547,NA,"prey520",20,"TAindex",4,27
"216","25yrs4ages",0.273509460053355,0.204644160392847,NA,NA,NA,0,0,1.29591416975009e-12,"prey425",25,"TAindex",5,27
"217","5yrs20ages",0.716188567927767,0.612021452732049,0.0598314852425621,1.09788306874103,0.982196602443147,NA,NA,NA,"prey205",5,"hier",2,28
"218","10yrs10ages",0.0241598260935246,0.00544725327262007,0.01,2.03680525055375,0.982002089801735,0.288382949028004,NA,NA,"prey1010",10,"hier",3,28
"219","20yrs5ages",0.00233828822793529,0.0834125937805317,0.01,1.7830607025458,0.99648042129027,0.0441556651730132,0.0353868942968591,NA,"prey520",20,"hier",4,28
"220","25yrs4ages",0.00267869869938648,0.0778590403076596,0.01,1.33853388289043,0.997105588934129,0.0695283658750898,0.047295546358134,8.63345713508302e-53,"prey425",25,"hier",5,28
"221","5yrs20ages",1.27594726396039e-54,6.48412426113572e-11,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,28
"222","10yrs10ages",0.0175941698661962,6.47140644105648e-195,NA,NA,NA,0.139186565814566,NA,NA,"prey1010",10,"TAindex",3,28
"223","20yrs5ages",0.0427697292236672,0.00402086834345921,NA,NA,NA,0.108067276630298,1.24817241893004e-216,NA,"prey520",20,"TAindex",4,28
"224","25yrs4ages",1.83008347793943e-44,1.83008347793943e-44,NA,NA,NA,0.139324932203364,1.83008347793943e-44,0.0143339357607046,"prey425",25,"TAindex",5,28
"225","5yrs20ages",0.448547007430535,0.634667901059026,0.172162145860559,1.02933107357976,0.985470701677051,NA,NA,NA,"prey205",5,"hier",2,29
"226","10yrs10ages",0.010468016403921,0.0109232957687821,0.01,2.91541482631808,0.975055244050153,0.919117384167276,NA,NA,"prey1010",10,"hier",3,29
"227","20yrs5ages",0.0720633126523024,0.0976145590293257,0.01,0.89114374524191,0.993943328036352,0.316050347891942,0.264403646473508,NA,"prey520",20,"hier",4,29
"228","25yrs4ages",0.00974513741083583,0.0781057806450968,0.01,1.19572098802774,0.984570059117911,0.475587335017416,0.0871109059781449,0.0117086639013191,"prey425",25,"hier",5,29
"229","5yrs20ages",0.104635817816457,0.0814393440689364,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,29
"230","10yrs10ages",0.0256352085665042,8.07909196539428e-156,NA,NA,NA,0.12681237533817,NA,NA,"prey1010",10,"TAindex",3,29
"231","20yrs5ages",0.107864181226223,0,NA,NA,NA,0.249789764136838,0,NA,"prey520",20,"TAindex",4,29
"232","25yrs4ages",0.410615467737883,0.294476187589924,NA,NA,NA,0.0238032968254946,0,0,"prey425",25,"TAindex",5,29
"233","5yrs20ages",1.04839071714124,0.506400578319879,0.0242188313685673,1.36700803298065,0.978254441237539,NA,NA,NA,"prey205",5,"hier",2,30
"234","10yrs10ages",0.0363321908746269,0.0278471374178602,0.01,3.84012648555316,0.997948860275807,0.201220463051904,NA,NA,"prey1010",10,"hier",3,30
"235","20yrs5ages",0.0619721557845441,0.0983569422811046,0.01,1.64510983019056,0.997654699991424,0,0.138200024390009,NA,"prey520",20,"hier",4,30
"236","25yrs4ages",0.0412176002085918,0.0628205412929474,0.01,2.27781256431204,0.99857878854214,0.0148313250322167,3.35523367526795e-173,0.0343655447371552,"prey425",25,"hier",5,30
"237","5yrs20ages",0.112704349225273,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,30
"238","10yrs10ages",0.0837364619391517,0,NA,NA,NA,0.147799283756862,NA,NA,"prey1010",10,"TAindex",3,30
"239","20yrs5ages",0.0951075618257366,0,NA,NA,NA,0.27031126532157,0.0445388069780681,NA,"prey520",20,"TAindex",4,30
"240","25yrs4ages",0.286499836241875,0.137782859867557,NA,NA,NA,0,3.56788919273049e-201,0,"prey425",25,"TAindex",5,30
"241","5yrs20ages",0.706755481278086,0.443772322160834,0.0999181578414059,1.07943818566899,0.988057969939297,NA,NA,NA,"prey205",5,"hier",2,31
"242","10yrs10ages",0.0360086178612975,0.00482677058705144,0.01,2.05355470117918,0.977945605092624,0.400391220394,NA,NA,"prey1010",10,"hier",3,31
"243","20yrs5ages",0.000843481860477587,0.0816607369282267,0.01,2.03511120789697,0.996084448953402,0.0501420909780413,0.0356775743395536,NA,"prey520",20,"hier",4,31
"244","25yrs4ages",0.00154750931412366,0.0675032943663332,0.01,1.66242031984397,0.995783309300603,0.0858975528959526,0.0423442849818951,0,"prey425",25,"hier",5,31
"245","5yrs20ages",5.96905744760369e-15,8.0728698082117e-15,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,31
"246","10yrs10ages",0.0187802521456255,2.40741236324407e-238,NA,NA,NA,0.123671377511011,NA,NA,"prey1010",10,"TAindex",3,31
"247","20yrs5ages",0.0682484041682632,0.00335215788313367,NA,NA,NA,0.127116657095506,2.40741236324407e-238,NA,"prey520",20,"TAindex",4,31
"248","25yrs4ages",0.08184666179412,0.00252560793324285,NA,NA,NA,0.134969129394997,0,2.05801738075734e-36,"prey425",25,"TAindex",5,31
"249","5yrs20ages",0.990246955420961,0.356031565843544,0.269353131943359,0.820018827685467,0.97835260886603,NA,NA,NA,"prey205",5,"hier",2,32
"250","10yrs10ages",0.00737328393404941,0.00174816063845259,0.0169616912320485,2.47174820226467,0.981180613199041,2.75361651269286,NA,NA,"prey1010",10,"hier",3,32
"251","20yrs5ages",0.0769769613948227,0.0143253379900918,0.0164985562663092,1.60166457199089,0.997681517950069,0.596170805606618,0.518289685800379,NA,"prey520",20,"hier",4,32
"252","25yrs4ages",0.188755021349726,0.0162213966290818,0.01,1.32826103023609,0.996755571857112,0.580328026655485,0,0.674928888809324,"prey425",25,"hier",5,32
"253","5yrs20ages",5.37001299104196e-112,0.175798948930312,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,32
"254","10yrs10ages",0.007102723684857,0,NA,NA,NA,0.159420622939025,NA,NA,"prey1010",10,"TAindex",3,32
"255","20yrs5ages",0.126114526827948,0,NA,NA,NA,0.251529320373319,0,NA,"prey520",20,"TAindex",4,32
"256","25yrs4ages",0.115102453540568,0.246686320726467,NA,NA,NA,0.0434214524313281,0,0,"prey425",25,"TAindex",5,32
"257","5yrs20ages",0.640724862259132,0.445026739505925,0.09691831961154,1.1785394686589,0.98900298718693,NA,NA,NA,"prey205",5,"hier",2,33
"258","10yrs10ages",0.0217587294365441,0.00697345434531734,0.01,2.29184730878929,0.983522773228853,0.412149971625201,NA,NA,"prey1010",10,"hier",3,33
"259","20yrs5ages",0.00716629965378252,0.102813602265031,0.01,1.6156356869787,0.993685957487506,0.0391138680051491,0.0506177111722936,NA,"prey520",20,"hier",4,33
"260","25yrs4ages",0.00974027896443674,0.115626494804403,0.01,1.35332674084111,0.996438701319405,0.0424839948238213,0.0671605617168839,1.69850341266318e-34,"prey425",25,"hier",5,33
"261","5yrs20ages",0.103371260382676,6.43767200631023e-98,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,33
"262","10yrs10ages",0.0209902580963478,0,NA,NA,NA,0.128168279998797,NA,NA,"prey1010",10,"TAindex",3,33
"263","20yrs5ages",0.0743087518754778,0.00611174452479501,NA,NA,NA,0.138388788337783,0,NA,"prey520",20,"TAindex",4,33
"264","25yrs4ages",0.0918443365868803,0.00204474398686491,NA,NA,NA,0.134993928315587,0,1.29048579843362e-247,"prey425",25,"TAindex",5,33
"265","5yrs20ages",0.727740158037308,0.349298810043958,0.174773565382038,0.955497402491914,0.983200545921994,NA,NA,NA,"prey205",5,"hier",2,34
"266","10yrs10ages",0.0206284563480461,0.00557510989435886,0.01,2.00130223627363,0.966637241172767,0.780636629891837,NA,NA,"prey1010",10,"hier",3,34
"267","20yrs5ages",0,0.0556083600671774,0.01,1.44019107699868,0.993739286808672,0.189046631171617,0.0593422312715915,NA,"prey520",20,"hier",4,34
"268","25yrs4ages",0.00291116051788055,0.0140849988551876,0.01,1.21112329144744,0.990536687616104,0.318579501071717,0.0551125888787802,0,"prey425",25,"hier",5,34
"269","5yrs20ages",2.72572779410921e-38,0.228702893556061,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,34
"270","10yrs10ages",0.0140003005417822,0,NA,NA,NA,0.17474447944033,NA,NA,"prey1010",10,"TAindex",3,34
"271","20yrs5ages",0.105877313908774,0.000439586722718861,NA,NA,NA,0.198724376508311,0,NA,"prey520",20,"TAindex",4,34
"272","25yrs4ages",0.126424228842303,4.99659857573632e-05,NA,NA,NA,0.210400248771292,2.40741236324407e-238,7.69815659275167e-58,"prey425",25,"TAindex",5,34
"273","5yrs20ages",0.886182412268715,0.570084413854752,0.01,1.24559467150538,0.990001965009178,NA,NA,NA,"prey205",5,"hier",2,35
"274","10yrs10ages",0.00974325330552497,1.35786024141796e-39,0.01,3.40476751162967,0.993861836261644,0.110371513874408,NA,NA,"prey1010",10,"hier",3,35
"275","20yrs5ages",0.0227549396191606,0.0239873158448363,0.01,3.27570998636545,0.997009683928392,0.0018447822817517,0.0166839293242354,NA,"prey520",20,"hier",4,35
"276","25yrs4ages",0.0159625797894361,0.0278628190077716,0.01,3.01245079308955,0.998089728311298,9.28046726804755e-19,0.0266416839149342,4.70439316399597e-19,"prey425",25,"hier",5,35
"277","5yrs20ages",0.130931767878554,1.72734147532588e-303,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,35
"278","10yrs10ages",0.0321331174543655,1.24817241893004e-216,NA,NA,NA,0.0620750791516096,NA,NA,"prey1010",10,"TAindex",3,35
"279","20yrs5ages",5.71109137630738e-74,0,NA,NA,NA,0.0262867538357994,0.0393315674628421,NA,"prey520",20,"TAindex",4,35
"280","25yrs4ages",0.0444716809807901,0.0194306586777798,NA,NA,NA,0.0586954042488566,6.82511442850045e-08,0,"prey425",25,"TAindex",5,35
"281","5yrs20ages",0.763293608634337,0.376973963919118,0.0567924966957021,1.2173034239389,0.987392254886113,NA,NA,NA,"prey205",5,"hier",2,36
"282","10yrs10ages",0.0138317410200925,0.00769359677176251,0.01,2.90418340756561,0.987390529569003,0.245122611788961,NA,NA,"prey1010",10,"hier",3,36
"283","20yrs5ages",0.0158296577611756,0.0669253690818086,0.01,1.64921717731584,0.996162321408881,0.0379978348358583,0.0465475745016952,NA,"prey520",20,"hier",4,36
"284","25yrs4ages",3.46625287934715e-07,0.0479755178864917,0.01,1.92540985186898,0.995960703089318,0.0487329836940058,0.0346176026903143,0.00911339420987469,"prey425",25,"hier",5,36
"285","5yrs20ages",4.64329622959346e-260,0.209868300119991,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,36
"286","10yrs10ages",0.0228897147255987,1.72734147532588e-303,NA,NA,NA,0.113980163296938,NA,NA,"prey1010",10,"TAindex",3,36
"287","20yrs5ages",0.0452641383980886,0.00621184046675789,NA,NA,NA,0.0941779988704873,3.53596737559806e-98,NA,"prey520",20,"TAindex",4,36
"288","25yrs4ages",5.40726987401038e-09,7.37691408489601e-182,NA,NA,NA,0.121387891418545,1.90843190175878e-183,0.0179185525742951,"prey425",25,"TAindex",5,36
"289","5yrs20ages",1.12492421201764,0.282142084382766,0.0345113676504603,1.4743156309784,0.983169671503239,NA,NA,NA,"prey205",5,"hier",2,37
"290","10yrs10ages",0.022319344597951,4.38828329964488e-22,0.01,3.4290690939051,0.995694777468564,0.330171678872138,NA,NA,"prey1010",10,"hier",3,37
"291","20yrs5ages",0.0382774656538601,0.0884726347361438,0.01,1.99466156291703,0.996580282514623,0,0.0941479402224557,NA,"prey520",20,"hier",4,37
"292","25yrs4ages",0.0308953245538417,0.0626982674859498,0.01,2.46953942158404,0.997015404577393,0.0146970994412107,0.00254407906210704,0.0246056743542388,"prey425",25,"hier",5,37
"293","5yrs20ages",0.0801365191837581,0.157325063184379,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,37
"294","10yrs10ages",0.0608912353044987,0,NA,NA,NA,0.142996189871331,NA,NA,"prey1010",10,"TAindex",3,37
"295","20yrs5ages",0,0.150605198188227,NA,NA,NA,1.25609205233416e-134,0.0842516155114087,NA,"prey520",20,"TAindex",4,37
"296","25yrs4ages",0.196712667506925,0.123349466644993,NA,NA,NA,0,0.000583858153297819,7.61947716221259e-205,"prey425",25,"TAindex",5,37
"297","5yrs20ages",1.17513670708221,0.808703875085621,0.0392384719203549,1.61384130157586,0.987302701978164,NA,NA,NA,"prey205",5,"hier",2,38
"298","10yrs10ages",0.321316105603492,1.45153722425244,0.01,2.87384576810855,0.999034895864145,0,NA,NA,"prey1010",10,"hier",3,38
"299","20yrs5ages",0.619570431690771,0.531637625720252,0.01,1.436222304332,0.999606971620682,0,0.129936072250507,NA,"prey520",20,"hier",4,38
"300","25yrs4ages",0.163489243732135,0.156322740164601,0.01,2.49399800124051,0.999536362162774,3.94976295453568e-47,0,0.0528683366162123,"prey425",25,"hier",5,38
"301","5yrs20ages",0.126476025495112,0.0373795052439362,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,38
"302","10yrs10ages",0.106305972280594,3.09192065612713e-36,NA,NA,NA,0.189729930626808,NA,NA,"prey1010",10,"TAindex",3,38
"303","20yrs5ages",0.444292420169793,0.119045666757783,NA,NA,NA,2.7427043481019e-59,6.04446135107902e-134,NA,"prey520",20,"TAindex",4,38
"304","25yrs4ages",0.642793060066626,0.106589936042099,NA,NA,NA,0.00923684539705738,0,0,"prey425",25,"TAindex",5,38
"305","5yrs20ages",1.03330256080795,0.35548634196066,0.0269274233743638,1.1515689545298,0.977044588162446,NA,NA,NA,"prey205",5,"hier",2,39
"306","10yrs10ages",0.0331101812763461,0.0105811056429061,0.01,2.74673180141036,0.989795361677318,0.135638082368122,NA,NA,"prey1010",10,"hier",3,39
"307","20yrs5ages",0.01099555004205,0.0705650132837979,0.01,2.45832154596114,0.99676066032984,0.0103319074479617,0.0269853761637644,NA,"prey520",20,"hier",4,39
"308","25yrs4ages",0.00962909198713572,0.070121997583603,0.01,1.88569445237808,0.995326324916468,0.0247636098342805,0.0438435525353263,1.98493114514287e-58,"prey425",25,"hier",5,39
"309","5yrs20ages",2.19914493210135e-37,7.02404322559022e-08,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,39
"310","10yrs10ages",0.0236937081462892,0,NA,NA,NA,0.0963407234571614,NA,NA,"prey1010",10,"TAindex",3,39
"311","20yrs5ages",0.0516704207932617,0.00191305139913817,NA,NA,NA,0.0937292292508139,0,NA,"prey520",20,"TAindex",4,39
"312","25yrs4ages",1.23592943010033e-205,1.36257519732022e-43,NA,NA,NA,0.0988286055938923,7.61947716221259e-205,0.0237094089987549,"prey425",25,"TAindex",5,39
"313","5yrs20ages",1.03665095166461,0.329422577149982,0.110807829426595,0.944678347219484,0.981768816210202,NA,NA,NA,"prey205",5,"hier",2,40
"314","10yrs10ages",0.424676119732441,0.183509651639605,0.01,1.06703281105875,0.995386073248574,0.75607679921477,NA,NA,"prey1010",10,"hier",3,40
"315","20yrs5ages",0.00632795334446809,0.00391161520702205,0.01,2.21348835802346,0.990999333132171,0.265750061128918,0.0172342622517502,NA,"prey520",20,"hier",4,40
"316","25yrs4ages",0.00465361169680276,0.00590402714213926,0.01,1.35920641970608,0.994276519382299,0.421738481032743,0.0362306513667336,0,"prey425",25,"hier",5,40
"317","5yrs20ages",0.0670839593280856,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,40
"318","10yrs10ages",0.0280793122510401,0,NA,NA,NA,0.150963887123147,NA,NA,"prey1010",10,"TAindex",3,40
"319","20yrs5ages",0.0623089144708198,0.00284073618752781,NA,NA,NA,0.132263654900752,6.47140644105648e-195,NA,"prey520",20,"TAindex",4,40
"320","25yrs4ages",0.0717724431555919,0.001477996429384,NA,NA,NA,0.131055035430031,4.64329622959346e-260,0.00302949790620906,"prey425",25,"TAindex",5,40
"321","5yrs20ages",0.809851285418641,0.282201085294777,0.155607479454482,0.969461994269034,0.988794062605294,NA,NA,NA,"prey205",5,"hier",2,41
"322","10yrs10ages",0.015102370684732,0.00874851424465675,0.0245534427535365,2.18046728337439,0.932175436957345,1.08306477003905,NA,NA,"prey1010",10,"hier",3,41
"323","20yrs5ages",0.167020196650009,0.0544435507935516,0.0531073785367889,2.17112335434989,0.996482360277746,0.0287858730148885,0.153809732948575,NA,"prey520",20,"hier",4,41
"324","25yrs4ages",0.29829845777113,0.050368943123865,0.01,1.15707773173436,0.999360190710792,0.0806544117638835,0.23874094196678,0.97540969630287,"prey425",25,"hier",5,41
"325","5yrs20ages",0.137359836479154,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,41
"326","10yrs10ages",0.0205010972016642,0,NA,NA,NA,0.208319041691755,NA,NA,"prey1010",10,"TAindex",3,41
"327","20yrs5ages",0.117120044981818,0,NA,NA,NA,0.276846332363201,0,NA,"prey520",20,"TAindex",4,41
"328","25yrs4ages",0.137245197980434,0.363792381807179,NA,NA,NA,0.0210780027863133,0,0,"prey425",25,"TAindex",5,41
"329","5yrs20ages",0.80907105711173,0.413656708450981,0.0298999320524806,1.13898662299045,0.965396552961677,NA,NA,NA,"prey205",5,"hier",2,42
"330","10yrs10ages",0.212467786390787,0.968906574891568,0.01,3.33252462302999,0.998659182737848,0,NA,NA,"prey1010",10,"hier",3,42
"331","20yrs5ages",0.211797105761066,0.0297911704176599,0.01,2.69747016155026,0.997714933810572,0.00421467988055757,0.0956584037931213,NA,"prey520",20,"hier",4,42
"332","25yrs4ages",0.299878393242993,0.105859324541664,0.01,2.32364579853264,0.999673883695102,1.71759330415168e-101,0.00271617776081395,0.0205955735323921,"prey425",25,"hier",5,42
"333","5yrs20ages",0.0519069191338945,0.0466700577086611,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,42
"334","10yrs10ages",0.102609296159476,1.14325351148341e-83,NA,NA,NA,0.155832003905713,NA,NA,"prey1010",10,"TAindex",3,42
"335","20yrs5ages",0.391856844871754,0.0954254445770166,NA,NA,NA,4.64329622959346e-260,4.64329622959346e-260,NA,"prey520",20,"TAindex",4,42
"336","25yrs4ages",0.444989745108544,0.0855013340330679,NA,NA,NA,0.0082626334316828,0,0.00263549245129106,"prey425",25,"TAindex",5,42
"337","5yrs20ages",0.920899205512041,0.480583347511652,0.0159706413926455,1.31255344807949,0.974185138234481,NA,NA,NA,"prey205",5,"hier",2,43
"338","10yrs10ages",0.119984885367768,0.21240872413958,0.01,3.6292423025707,0.998530602033298,1.47789371493457e-30,NA,NA,"prey1010",10,"hier",3,43
"339","20yrs5ages",0.106081581257062,0.0290812490130254,0.01,2.56652464605889,0.99755014688277,8.58179914523315e-08,0.0740559365386247,NA,"prey520",20,"hier",4,43
"340","25yrs4ages",0.108329942039148,0.0234633180327567,0.01,2.68096491556964,0.999279743338804,0.0166696388455297,0.00126462572094633,0.0187046257128422,"prey425",25,"hier",5,43
"341","5yrs20ages",0.0612480165208844,6.37051536731401e-52,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,43
"342","10yrs10ages",0.0710795201937775,2.03049335777652e-24,NA,NA,NA,0.121562090515588,NA,NA,"prey1010",10,"TAindex",3,43
"343","20yrs5ages",0.231220183479043,0.0802192260485487,NA,NA,NA,0.000708173904506158,0,NA,"prey520",20,"TAindex",4,43
"344","25yrs4ages",0.290791469829384,0.0523359946089113,NA,NA,NA,0.0153538189899641,0,0,"prey425",25,"TAindex",5,43
"345","5yrs20ages",1.03319655103401,0.524623993658717,0.0387996262077822,1.32086458893148,0.991866640723854,NA,NA,NA,"prey205",5,"hier",2,44
"346","10yrs10ages",0.100450163164595,0.290664951559005,0.01,3.67653501195632,0.998876454489227,2.95268519547026e-46,NA,NA,"prey1010",10,"hier",3,44
"347","20yrs5ages",0.0823620414011351,0.0919097336034307,0.01,2.81777985255555,0.999459290565063,7.94319221323146e-49,0.137011898668116,NA,"prey520",20,"hier",4,44
"348","25yrs4ages",0.0806890691392119,0.0683342530432065,0.01,2.34673502926576,0.99952683660325,0.000143887048682595,0,0.0687360070108035,"prey425",25,"hier",5,44
"349","5yrs20ages",0.194815768556333,8.80876403205341e-41,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,44
"350","10yrs10ages",0.06704981087704,2.07499092152671e-171,NA,NA,NA,0.151295612639908,NA,NA,"prey1010",10,"TAindex",3,44
"351","20yrs5ages",0.253242117407502,0.0679558447483065,NA,NA,NA,0.00191354634950186,0,NA,"prey520",20,"TAindex",4,44
"352","25yrs4ages",0.292382301796105,0.0567887059448959,NA,NA,NA,0.0129668389203253,0,0,"prey425",25,"TAindex",5,44
"353","5yrs20ages",1.05466705643695,0.771878040618847,0.0276150116015125,1.44433610140496,0.985856466259022,NA,NA,NA,"prey205",5,"hier",2,45
"354","10yrs10ages",0.110861909965337,0.429053504140431,0.01,3.82920668190601,0.998745220207869,6.81460458037534e-94,NA,NA,"prey1010",10,"hier",3,45
"355","20yrs5ages",0.11204490302564,0.0397440416048349,0.01,2.32503074166867,0.994779908075997,2.90482346537441e-139,0.173276825466206,NA,"prey520",20,"hier",4,45
"356","25yrs4ages",0.10834090342667,0.0207035104623123,0.01,2.60747146074445,0.99893219195307,0.0171793931047682,0,0.0448376429097402,"prey425",25,"hier",5,45
"357","5yrs20ages",2.15603379483087e-112,0.000130618475592927,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,45
"358","10yrs10ages",0.0841143817058778,2.27166477890432e-70,NA,NA,NA,0.184299566772983,NA,NA,"prey1010",10,"TAindex",3,45
"359","20yrs5ages",0.247130901709614,0.0677942967952914,NA,NA,NA,0.000318516516955895,0,NA,"prey520",20,"TAindex",4,45
"360","25yrs4ages",0.443383678678665,0.103239943134409,NA,NA,NA,0.00271398846739357,0,0,"prey425",25,"TAindex",5,45
"361","5yrs20ages",0.811787072732179,0.366889447231536,0.0402445774950645,1.19171017591792,0.971500358303827,NA,NA,NA,"prey205",5,"hier",2,46
"362","10yrs10ages",0.993693950035754,1.71909396699432,0.01,1.71137583130525,0.99885327487393,0,NA,NA,"prey1010",10,"hier",3,46
"363","20yrs5ages",0.15890465983695,0.034149794697127,0.01,2.73761266724795,0.993952888596157,0,0.151227492131035,NA,"prey520",20,"hier",4,46
"364","25yrs4ages",0.211810479432693,0.114292177255797,0.01,2.10411168414158,0.999219431699086,0.00064737320147526,0,0.058951801885749,"prey425",25,"hier",5,46
"365","5yrs20ages",6.0021397080671e-74,0.256149986864819,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,46
"366","10yrs10ages",0.0937060799748566,9.7887625469299e-101,NA,NA,NA,0.120674290716396,NA,NA,"prey1010",10,"TAindex",3,46
"367","20yrs5ages",0.411418723022846,0.230053258243357,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,46
"368","25yrs4ages",0.869588656468744,0.147032601584874,NA,NA,NA,0,0,0,"prey425",25,"TAindex",5,46
"369","5yrs20ages",0.643797897914591,0.341624813549177,0.227796237500031,0.966605091379199,0.98456192265901,NA,NA,NA,"prey205",5,"hier",2,47
