"","rowname","phi1","phi2","ve","sigma2","rho","phi3","phi4","phi5","model","tslength","approach","maxE","iter"
"554","10yrs10ages",0.0259591823681458,0.00555039996451347,0.01,3.66261691332654,0.996477076154649,0.318076355821538,NA,NA,"prey1010",10,"hier",3,70
"555","20yrs5ages",0.0480984171833324,0.106623213176032,0.01,1.70167515612776,0.996437023299259,1.69772982969013e-290,0.133428529677179,NA,"prey520",20,"hier",4,70
"556","25yrs4ages",0.029094507337665,0.09927444935823,0.01,2.21531450443883,0.997937173375236,0.01400499410459,0.00183581368502811,0.0310815003022578,"prey425",25,"hier",5,70
"557","5yrs20ages",0.136498803771555,2.26176466021376e-18,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,70
"558","10yrs10ages",0.0651534143976229,1.72734147532588e-303,NA,NA,NA,0.10628927094086,NA,NA,"prey1010",10,"TAindex",3,70
"559","20yrs5ages",0,0.143529411698821,NA,NA,NA,9.0920947072743e-273,0.0867763319338396,NA,"prey520",20,"TAindex",4,70
"560","25yrs4ages",0.264932087836176,0.13522925601843,NA,NA,NA,1.73958985858633e-151,0.00148151235220675,1.73958985858633e-151,"prey425",25,"TAindex",5,70
"561","5yrs20ages",0.877358134768719,0.511371214179409,0.128214572353387,0.910065330236173,0.981545122201429,NA,NA,NA,"prey205",5,"hier",2,71
"562","10yrs10ages",0.0411947196219439,0.00047961361956078,0.01,1.55672908904573,0.948741452708624,0.625500297686672,NA,NA,"prey1010",10,"hier",3,71
"563","20yrs5ages",0.0124040482159488,0.00235155435505245,0.01,2.1660598524252,0.990306993661583,0.300403811347392,0.014145703020638,NA,"prey520",20,"hier",4,71
"564","25yrs4ages",0,0.00216406210196754,0.01,1.06529244107029,0.991929020552329,0.719443272838228,0.0588733254631044,0,"prey425",25,"hier",5,71
"565","5yrs20ages",0.116529165959805,4.64329622959346e-260,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,71
"566","10yrs10ages",0.0235505329658537,0,NA,NA,NA,0.179568295839181,NA,NA,"prey1010",10,"TAindex",3,71
"567","20yrs5ages",0.0579676472993209,0.00272973245498022,NA,NA,NA,0.12516916202501,0,NA,"prey520",20,"TAindex",4,71
"568","25yrs4ages",0.0498030373092432,1.14805269758248e-57,NA,NA,NA,0.119287625572472,0,0.00609224913958152,"prey425",25,"TAindex",5,71
"569","5yrs20ages",0.779520142668806,0.372033555234017,0.202498640347636,0.873801560137702,0.982406342817469,NA,NA,NA,"prey205",5,"hier",2,72
"570","10yrs10ages",0.382655298735991,0.375249969778648,0.021905387389874,0.663444439503989,0.977992604278612,1.11457764905973,NA,NA,"prey1010",10,"hier",3,72
"571","20yrs5ages",0.0300807611881584,0.00117852682672436,0.01,0.931828531059423,0.971408649726833,0.947625502381496,0.0506682933018677,NA,"prey520",20,"hier",4,72
"572","25yrs4ages",0.013765593001796,0,0.01,1.32214645679508,0.970227037364687,0.640109601144412,0.0244871059338906,0.00747263339679468,"prey425",25,"hier",5,72
"573","5yrs20ages",0.0151874153433575,0.0425394917428686,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,72
"574","10yrs10ages",0.00590512390527567,0,NA,NA,NA,0.174248920047309,NA,NA,"prey1010",10,"TAindex",3,72
"575","20yrs5ages",0.102260358538698,0,NA,NA,NA,0.194473976212482,0,NA,"prey520",20,"TAindex",4,72
"576","25yrs4ages",0.0959791696381903,0.000381606391726654,NA,NA,NA,0.173743015780875,0,0.00225827910365421,"prey425",25,"TAindex",5,72
"577","5yrs20ages",0.690857921360468,0.387475278410299,0.142927096925228,1.01131513665042,0.984306063724047,NA,NA,NA,"prey205",5,"hier",2,73
"578","10yrs10ages",0.0239133513236176,0.00245966961745823,0.01,1.82234029576193,0.950804980130686,0.833614141861666,NA,NA,"prey1010",10,"hier",3,73
"579","20yrs5ages",0.00821534384422479,0.00840793257507399,0.01,2.25741623852686,0.989962945037226,0.269685633129565,0.0310213474313252,NA,"prey520",20,"hier",4,73
"580","25yrs4ages",0.00953503887664102,0.0145276155733286,0.01,1.60113076441388,0.991463686829044,0.367265717752373,0.0441517909356452,0,"prey425",25,"hier",5,73
"581","5yrs20ages",0.143306333142772,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,73
"582","10yrs10ages",0.0413622243370506,3.32347640055975e-125,NA,NA,NA,0.165354961087064,NA,NA,"prey1010",10,"TAindex",3,73
"583","20yrs5ages",0.113453020176161,0,NA,NA,NA,0.188337792123553,0,NA,"prey520",20,"TAindex",4,73
"584","25yrs4ages",0.142820163259805,3.32232308712775e-162,NA,NA,NA,0.20683642718023,0,0,"prey425",25,"TAindex",5,73
"585","5yrs20ages",0.939179217791241,0.378965261720955,0.0304087458532576,1.13431697294751,0.968973526080862,NA,NA,NA,"prey205",5,"hier",2,74
"586","10yrs10ages",0.143328158929529,0.227646464182007,0.01,3.51407414671144,0.998102418321882,2.3938470935271e-116,NA,NA,"prey1010",10,"hier",3,74
"587","20yrs5ages",0.189925180227957,0.157115993697918,0.01,3.335899510522,0.999626556500598,0,0.000301113798306364,NA,"prey520",20,"hier",4,74
"588","25yrs4ages",0.119133862570233,0.034395711805846,0.01,2.30220034498408,0.999001958562637,0.0208089596982189,6.47140644105648e-195,0.0503666107066723,"prey425",25,"hier",5,74
"589","5yrs20ages",0.0586555120434193,0.0453286788421801,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,74
"590","10yrs10ages",0.0742568402653241,0,NA,NA,NA,0.140666634057767,NA,NA,"prey1010",10,"TAindex",3,74
"591","20yrs5ages",0.290411814499243,0.069620413850191,NA,NA,NA,0.00944488802118004,0,NA,"prey520",20,"TAindex",4,74
"592","25yrs4ages",0.428126308569054,0.071582964193373,NA,NA,NA,0.0149601249286861,2.85933745217188e-215,0,"prey425",25,"TAindex",5,74
"593","5yrs20ages",0.772574441787485,0.567553607293039,0.0414311600372043,1.06427828889603,0.978731030183341,NA,NA,NA,"prey205",5,"hier",2,75
"594","10yrs10ages",0.0236218871397758,0.00362551325703822,0.01,2.41810197899213,0.986784263776569,0.398628655137562,NA,NA,"prey1010",10,"hier",3,75
"595","20yrs5ages",0.0194755737673237,0.0671323258292835,0.01,2.23247498211553,0.99755448655191,0,0.0505740590463443,NA,"prey520",20,"hier",4,75
"596","25yrs4ages",0.0110790380195363,0.10462238670128,0.01,1.82641343646295,0.99581251632309,2.72525303719705e-09,0.0749336233814122,9.87159547717584e-10,"prey425",25,"hier",5,75
"597","5yrs20ages",8.98504976255007e-121,2.16276970119679e-10,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,75
"598","10yrs10ages",0.0355756559331295,0,NA,NA,NA,0.122092232062842,NA,NA,"prey1010",10,"TAindex",3,75
"599","20yrs5ages",2.7652297659971e-39,0.135238539313458,NA,NA,NA,0.076092690903396,0.0343066479161596,NA,"prey520",20,"TAindex",4,75
"600","25yrs4ages",0.083897128043441,0.0631449046032961,NA,NA,NA,0.115805114550464,0,0,"prey425",25,"TAindex",5,75
"601","5yrs20ages",0.720105787595902,0.330403090249777,0.01,1.24262203525964,0.983974959428109,NA,NA,NA,"prey205",5,"hier",2,76
"602","10yrs10ages",0.088412117737596,0.0385424520492048,0.01,3.58456778619303,0.998551315138854,1.2985927126874e-17,NA,NA,"prey1010",10,"hier",3,76
"603","20yrs5ages",0.068287281341165,0.0363494798219972,0.01,3.77014194520034,0.999759165432129,3.24937883085474e-12,2.40741236324407e-238,NA,"prey520",20,"hier",4,76
"604","25yrs4ages",0.0397243479225291,1.40065243556562e-90,0.01,3.77727025497624,0.999795488688101,0.0255391975527144,1.40065243556562e-90,0.00623179449215788,"prey425",25,"hier",5,76
"605","5yrs20ages",4.35669224361835e-84,9.90243171020122e-08,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,76
"606","10yrs10ages",0.0838507077741342,8.95575689687982e-282,NA,NA,NA,0.0148789479077156,NA,NA,"prey1010",10,"TAindex",3,76
"607","20yrs5ages",0.0469575769062981,1.73958985858633e-151,NA,NA,NA,0.0177061651592496,1.73958985858633e-151,NA,"prey520",20,"TAindex",4,76
"608","25yrs4ages",0.0440932185218684,9.80542730210157e-76,NA,NA,NA,0.0247404851627642,9.80542730210157e-76,0.00226258333662942,"prey425",25,"TAindex",5,76
"609","5yrs20ages",1.08285750096328,0.850792016984285,0.0328603850103691,1.54275717975152,0.987860770316324,NA,NA,NA,"prey205",5,"hier",2,77
"610","10yrs10ages",0.297738613417342,0.237230211883408,0.01,3.21161901146363,0.997138371565693,1.36337100883563e-224,NA,NA,"prey1010",10,"hier",3,77
"611","20yrs5ages",0.231502532605699,0.244688836512782,0.01,3.56547874135481,0.999568867622911,0,6.8101126577346e-28,NA,"prey520",20,"hier",4,77
"612","25yrs4ages",0.102000813527555,0.0148752969964603,0.01,2.79897512125736,0.995959095976212,0.0119211799718917,4.64329622959346e-260,0.133220576083924,"prey425",25,"hier",5,77
"613","5yrs20ages",0.0800868528732657,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,77
"614","10yrs10ages",0.105814249301595,6.40793014918467e-184,NA,NA,NA,0.136022270130406,NA,NA,"prey1010",10,"TAindex",3,77
"615","20yrs5ages",0.414096306386133,0.0787733731278302,NA,NA,NA,1.71039844560747e-292,0,NA,"prey520",20,"TAindex",4,77
"616","25yrs4ages",0.700764651006113,0.079640409215149,NA,NA,NA,0.0221925685853067,0,0,"prey425",25,"TAindex",5,77
"617","5yrs20ages",0.84984910303241,0.411257544779982,0.219776466930808,0.897633905058666,0.976616453141358,NA,NA,NA,"prey205",5,"hier",2,78
"618","10yrs10ages",0.0312445273443541,0.000944715627871765,0.0100194644737191,2.15427381098398,0.898064057416727,1.26234560332644,NA,NA,"prey1010",10,"hier",3,78
"619","20yrs5ages",0.0171234856956749,0.273656821877388,0.01,1.57172553863004,0.993811952088532,0.0478282230191086,0.0861642995509145,NA,"prey520",20,"hier",4,78
"620","25yrs4ages",0.181742712679364,0.246996217718428,0.01,0.998993470677068,0.998143659440621,0.0699777442252069,0.11165894118644,9.11012263817769e-75,"prey425",25,"hier",5,78
"621","5yrs20ages",6.00190253822691e-286,1.44317985348139e-15,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,78
"622","10yrs10ages",0.0684809978793783,0,NA,NA,NA,0.328480881699949,NA,NA,"prey1010",10,"TAindex",3,78
"623","20yrs5ages",0.278741547319206,0.321098899539002,NA,NA,NA,0.02399087704596,0,NA,"prey520",20,"TAindex",4,78
"624","25yrs4ages",0.264392135113625,0.231934759225489,NA,NA,NA,0.0220113319736746,0,0,"prey425",25,"TAindex",5,78
"625","5yrs20ages",0.559471191589711,0.407166024454118,0.118303625333286,1.1036797808655,0.988216591004608,NA,NA,NA,"prey205",5,"hier",2,79
"626","10yrs10ages",0.0434270838571582,0.00272573205292916,0.01,2.29817846471972,0.973827799031896,0.438387118890861,NA,NA,"prey1010",10,"hier",3,79
"627","20yrs5ages",0.00643122401860287,0.0108774071852988,0.01,2.41663451850383,0.992006322219502,0.205496751394735,0.0204491832239509,NA,"prey520",20,"hier",4,79
"628","25yrs4ages",0.00517579565484956,0.0191205485855282,0.01,2.07591497752977,0.993047211425169,0.206044069950983,0.0268585872943306,0,"prey425",25,"hier",5,79
"629","5yrs20ages",0.181750765575194,3.26394521048134e-48,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,79
"630","10yrs10ages",0.0333325777183694,2.70367389951985e-160,NA,NA,NA,0.126978994398579,NA,NA,"prey1010",10,"TAindex",3,79
"631","20yrs5ages",0.0709519995348515,0.00288933100403401,NA,NA,NA,0.125380401193399,0,NA,"prey520",20,"TAindex",4,79
"632","25yrs4ages",0.080271694607272,0.00233919261872386,NA,NA,NA,0.132593299453195,0,6.43103543349660e-11,"prey425",25,"TAindex",5,79
"633","5yrs20ages",0.709119752968331,0.502117566673008,0.149641835889122,1.01468054675037,0.983354626310428,NA,NA,NA,"prey205",5,"hier",2,80
"634","10yrs10ages",0.0356578437039671,0.00391418701980691,0.01,1.9460557630577,0.962261267561146,1.00135163624871,NA,NA,"prey1010",10,"hier",3,80
"635","20yrs5ages",0.107433068231654,0.556881614815759,0.01,0.934663093394817,0.995753475060473,0,0.114579110823538,NA,"prey520",20,"hier",4,80
"636","25yrs4ages",0.0123889347037221,0.0402973291916803,0.01,1.01346305111752,0.991616201771808,0.742217170914641,0.0939007314927949,0,"prey425",25,"hier",5,80
"637","5yrs20ages",9.53244847912808e-25,1.8441460718317e-11,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,80
"638","10yrs10ages",0.0214764810163853,7.8481108627724e-105,NA,NA,NA,0.170475633487227,NA,NA,"prey1010",10,"TAindex",3,80
"639","20yrs5ages",0.109816469525456,8.15607378313508e-278,NA,NA,NA,0.256219393540483,0,NA,"prey520",20,"TAindex",4,80
"640","25yrs4ages",0.178866903347303,0,NA,NA,NA,0.27664900456467,0,0,"prey425",25,"TAindex",5,80
"641","5yrs20ages",1.08781379193675,0.506812875428696,0.0627149315769618,1.56522355245622,0.981736511863639,NA,NA,NA,"prey205",5,"hier",2,81
"642","10yrs10ages",0.866976791997584,0.821852131466196,0.01,2.17889733578745,0.99937959422985,0.014391302795816,NA,NA,"prey1010",10,"hier",3,81
"643","20yrs5ages",0.0673930317539163,0.0524417848040652,0.01,2.0093282623762,0.993844167501156,0,0.327592183719453,NA,"prey520",20,"hier",4,81
"644","25yrs4ages",0.102474743218424,0.149265522306392,0.01,1.14405098958978,0.998947691831347,0.023780349800109,0,0.106717520373629,"prey425",25,"hier",5,81
"645","5yrs20ages",0.119010125649481,4.64329622959346e-260,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,81
"646","10yrs10ages",0.109788025836486,4.5765121823782e-105,NA,NA,NA,0.211115581984666,NA,NA,"prey1010",10,"TAindex",3,81
"647","20yrs5ages",0.364254762807305,0.235688393480001,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,81
"648","25yrs4ages",0.843671049437395,0.124707219337584,NA,NA,NA,0,0.00102218954930913,0,"prey425",25,"TAindex",5,81
"649","5yrs20ages",0.990419960776921,0.280170519266591,0.0361780701816913,1.45655514187362,0.967945718633305,NA,NA,NA,"prey205",5,"hier",2,82
"650","10yrs10ages",0.28593591957338,0.815210278906094,0.01,2.93850161821616,0.999365169406606,0.000144271907912904,NA,NA,"prey1010",10,"hier",3,82
"651","20yrs5ages",0.0693255620428324,0.0731157262937552,0.01,2.69454596002724,0.998930013244048,2.40741236324407e-238,0.188670825570447,NA,"prey520",20,"hier",4,82
"652","25yrs4ages",0.074249193177451,0.0253527710202958,0.01,2.6406124929226,0.998599711467035,0.0135902310708843,0,0.0720055929747784,"prey425",25,"hier",5,82
"653","5yrs20ages",0.107590547566639,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,82
"654","10yrs10ages",0.0889235603471352,4.2784847027675e-16,NA,NA,NA,0.165691716970732,NA,NA,"prey1010",10,"TAindex",3,82
"655","20yrs5ages",0.369554602418928,0.111803863533329,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,82
"656","25yrs4ages",0.4979664901452,0.0890473115937868,NA,NA,NA,0,0,0,"prey425",25,"TAindex",5,82
"657","5yrs20ages",0.932725259271942,0.360903792243843,0.240135035260641,0.826204009792043,0.981946455548033,NA,NA,NA,"prey205",5,"hier",2,83
"658","10yrs10ages",0.0449706524952214,0.00689241407191365,0.01,2.55116822422978,0.951763825106316,0.616253543407384,NA,NA,"prey1010",10,"hier",3,83
"659","20yrs5ages",0.0203893874236663,0.00113300909210458,0.01,1.53872081597837,0.979734422993183,0.779626776548353,0.0194816073243537,NA,"prey520",20,"hier",4,83
"660","25yrs4ages",0.00607586878844019,0,0.01,1.67874994633921,0.981946803640292,0.582489433858893,0.0191666969350649,0.0101697164253162,"prey425",25,"hier",5,83
"661","5yrs20ages",0.231094773958645,1.1318906359145e-29,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,83
"662","10yrs10ages",0.0429907342677535,0,NA,NA,NA,0.232861131956523,NA,NA,"prey1010",10,"TAindex",3,83
"663","20yrs5ages",0.0921100977817964,2.07507571253324e-322,NA,NA,NA,0.230710337124186,0,NA,"prey520",20,"TAindex",4,83
"664","25yrs4ages",0.104625419323601,0.000179403978314394,NA,NA,NA,0.223013301935171,0,0,"prey425",25,"TAindex",5,83
"665","5yrs20ages",0.511116803716925,0.302544848390373,0.283185463194681,0.945710795058714,0.982017243898533,NA,NA,NA,"prey205",5,"hier",2,84
"666","10yrs10ages",0.0239518820541054,0.00630163396633896,0.01,1.47624361466435,0.918846043511104,1.73625103171607,NA,NA,"prey1010",10,"hier",3,84
"667","20yrs5ages",1.33354951288026,0.103261083488744,0.01,1.63326605652913,0.997871239710201,0,0.183295959063513,NA,"prey520",20,"hier",4,84
"668","25yrs4ages",1.17508425116037,0.120629156083083,0.01,1.50011727578833,0.99925017774514,0,0.186527331479132,0.0286431117977767,"prey425",25,"hier",5,84
"669","5yrs20ages",0.0636418770427216,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,84
"670","10yrs10ages",0.0483402701167463,1.72734147532588e-303,NA,NA,NA,0.175692245932472,NA,NA,"prey1010",10,"TAindex",3,84
"671","20yrs5ages",0.171457946263236,0,NA,NA,NA,0.482346362284129,0,NA,"prey520",20,"TAindex",4,84
"672","25yrs4ages",0.290138903800538,0.311921575710375,NA,NA,NA,0.0296859442392313,1.72734147532588e-303,1.72734147532588e-303,"prey425",25,"TAindex",5,84
"673","5yrs20ages",3.3881118645353,3.06892743859179,0.01,2.40612362426865,0.99923418469305,NA,NA,NA,"prey205",5,"hier",2,85
"674","10yrs10ages",0.0783164987417746,0.101632306788244,0.01,3.86695174633781,0.998109076352468,0.22107981685282,NA,NA,"prey1010",10,"hier",3,85
"675","20yrs5ages",0.110847611386798,0.144640173615622,0.01,2.46016296521907,0.996089518364803,0,0.0591270384328952,NA,"prey520",20,"hier",4,85
"676","25yrs4ages",0.126815536970026,0.0424489550818994,0.01,2.71091095451854,0.998998535485453,0.0101217704534756,0.000232161417171437,0.00915934882126253,"prey425",25,"hier",5,85
"677","5yrs20ages",1.94875101660162e-65,2.99025579095949e-12,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,85
"678","10yrs10ages",0.0867327728307077,9.83842735295412e-59,NA,NA,NA,0.229616494414073,NA,NA,"prey1010",10,"TAindex",3,85
"679","20yrs5ages",0.167980804547601,0.207019010787418,NA,NA,NA,8.87346584290663e-05,0,NA,"prey520",20,"TAindex",4,85
"680","25yrs4ages",0.581845629616619,0.275250034584433,NA,NA,NA,0,0,0,"prey425",25,"TAindex",5,85
"681","5yrs20ages",0.172091023586448,0.313883019010548,0.0116386532598543,1.85794403057998,0.960887255309899,NA,NA,NA,"prey205",5,"hier",2,86
"682","10yrs10ages",0.0580097513893546,0.0493540436985165,0.01,3.65576215817907,0.998773412479,0.0195977616568614,NA,NA,"prey1010",10,"hier",3,86
"683","20yrs5ages",0.0448247175137702,0.0287390870286701,0.01,2.86601889816081,0.999238857647342,9.10925238848085e-08,0.0328036763044815,NA,"prey520",20,"hier",4,86
"684","25yrs4ages",0.0447257476285105,0.00664121290467961,0.01,2.35609543538187,0.999096812876908,0.0253435527482243,0.000719367464420257,0.0208202409219905,"prey425",25,"hier",5,86
"685","5yrs20ages",0.140318825093315,6.44543756233751e-291,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,86
"686","10yrs10ages",0.0481222928001181,0,NA,NA,NA,0.0662077354698913,NA,NA,"prey1010",10,"TAindex",3,86
"687","20yrs5ages",0.0970784732869431,0.052890554173912,NA,NA,NA,0.0223651342636016,2.27166477890432e-70,NA,"prey520",20,"TAindex",4,86
"688","25yrs4ages",0.100148690327603,0.0349764341848404,NA,NA,NA,0.0221505051607334,4.28698533914664e-21,1.72734147532588e-303,"prey425",25,"TAindex",5,86
"689","5yrs20ages",0.562682682140656,0.708255520881383,0.0867052288116017,1.22643147413471,0.989720022593996,NA,NA,NA,"prey205",5,"hier",2,87
"690","10yrs10ages",0.0165961982053798,0.00989359522305175,0.01,2.47630784110269,0.983981180882746,0.499451742813497,NA,NA,"prey1010",10,"hier",3,87
"691","20yrs5ages",0.024883903877387,0.114884429948164,0.01,1.29800685201892,0.995107899991198,0.0351690223263634,0.0828712977503323,NA,"prey520",20,"hier",4,87
"692","25yrs4ages",1.25979680706037e-99,0.102702683810755,0.01,1.38266360702956,0.994441221384512,0.0632764624873712,0.0646305708409732,0.0130140297176957,"prey425",25,"hier",5,87
"693","5yrs20ages",2.24858554601355e-177,0.177308294617644,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,87
"694","10yrs10ages",0.040383506974369,0,NA,NA,NA,0.131835640258746,NA,NA,"prey1010",10,"TAindex",3,87
"695","20yrs5ages",0.091043743784763,0.000815881764186386,NA,NA,NA,0.177516695083767,0,NA,"prey520",20,"TAindex",4,87
"696","25yrs4ages",0.116983461149162,0.000611862890440626,NA,NA,NA,0.155772113214517,0,0,"prey425",25,"TAindex",5,87
"697","5yrs20ages",1.11670985729532,2.74692663800753,0.01,2.36566497098393,0.99293245418707,NA,NA,NA,"prey205",5,"hier",2,88
"698","10yrs10ages",0.0420200975137976,0.039772871087963,0.01,3.40583697401333,0.992415351944765,0.2850372897031,NA,NA,"prey1010",10,"hier",3,88
"699","20yrs5ages",0.0849020151704664,0.0853371057136315,0.01,2.5520856493847,0.997259562701265,2.40741236324407e-238,0.0268161113229338,NA,"prey520",20,"hier",4,88
"700","25yrs4ages",0.0946249495130332,0.0946224981791706,0.01,2.73667320843409,0.99685322671294,6.05684440292926e-83,0.0189806694376721,3.3712802221598e-07,"prey425",25,"hier",5,88
"701","5yrs20ages",0.167567035641027,7.53006245837346e-82,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,88
"702","10yrs10ages",0.0516436062789141,0,NA,NA,NA,0.152242375057026,NA,NA,"prey1010",10,"TAindex",3,88
"703","20yrs5ages",0.0148374937619186,0,NA,NA,NA,0.0202565320278649,0.155711135902123,NA,"prey520",20,"TAindex",4,88
"704","25yrs4ages",2.01593827566707e-31,0.271763748049718,NA,NA,NA,0.00148222250555507,0.21460338443624,0,"prey425",25,"TAindex",5,88
"705","5yrs20ages",0.892736972584139,0.597999659047704,0.0131572806449758,1.26608405684485,0.97934055509704,NA,NA,NA,"prey205",5,"hier",2,89
"706","10yrs10ages",0.112112466109743,0.12453427302917,0.01,3.46415356226861,0.998483701719378,4.04928164437301e-26,NA,NA,"prey1010",10,"hier",3,89
"707","20yrs5ages",0.135169457306988,0.0976334210205815,0.01,3.3279053445587,0.999688071839472,8.42907884781445e-08,4.44237692106807e-156,NA,"prey520",20,"hier",4,89
"708","25yrs4ages",0.069355818024546,0.0411796370011313,0.01,2.48163904125442,0.999163062194812,0.00761043659911034,0,0.0495407175510826,"prey425",25,"hier",5,89
"709","5yrs20ages",0.11538650889531,1.45676462335328e-57,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,89
"710","10yrs10ages",0.0538777044327925,0,NA,NA,NA,0.125900534746388,NA,NA,"prey1010",10,"TAindex",3,89
"711","20yrs5ages",0.195105257480768,0.0532193808976531,NA,NA,NA,0.0146878356380073,0,NA,"prey520",20,"TAindex",4,89
"712","25yrs4ages",0.195354306018546,0.0388553593009755,NA,NA,NA,0.0154152594966791,0.001451759011182,6.47140644105648e-195,"prey425",25,"TAindex",5,89
"713","5yrs20ages",0.974844421271299,0.277259994080423,0.0345927658863335,1.44758304395377,0.969560483688679,NA,NA,NA,"prey205",5,"hier",2,90
"714","10yrs10ages",0.140882926366067,0.299657337934057,0.01,3.78089045440609,0.998430825770386,7.01362478559246e-76,NA,NA,"prey1010",10,"hier",3,90
"715","20yrs5ages",0.0757265571310171,0.0262940257869322,0.01,2.58430054023277,0.9959607692147,2.12448802840612e-98,0.181832221115655,NA,"prey520",20,"hier",4,90
"716","25yrs4ages",0.0874867210651522,0.018734348250384,0.01,2.78569636280786,0.99894298829971,0.0149589923323342,4.64329622959346e-260,0.0480164882245001,"prey425",25,"hier",5,90
"717","5yrs20ages",1.73466970345876e-31,1.40472873996925e-13,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,90
"718","10yrs10ages",0.0855381566053417,6.40793014918467e-184,NA,NA,NA,0.168455866198251,NA,NA,"prey1010",10,"TAindex",3,90
"719","20yrs5ages",0.267459162939936,0.0806777447185952,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,90
"720","25yrs4ages",0.514400240663085,0.0947694008534727,NA,NA,NA,1.71039844560747e-292,0,0,"prey425",25,"TAindex",5,90
"721","5yrs20ages",0.206862081850516,0.350549302804532,0.0158973606742457,1.82522351846316,0.952129288494012,NA,NA,NA,"prey205",5,"hier",2,91
"722","10yrs10ages",0.117285526950534,0.143816535847946,0.01,3.63049100061099,0.998182778642252,1.44920995641795e-23,NA,NA,"prey1010",10,"hier",3,91
"723","20yrs5ages",0.101197140109609,0.0235838679650937,0.01,3.21830884196223,0.997485912213515,3.51863346528397e-09,0.0381309316312726,NA,"prey520",20,"hier",4,91
"724","25yrs4ages",0.0815520666607093,0.0125010156383356,0.01,2.86222023646681,0.993447927027026,0.0107834662887415,2.21746004556905e-118,0.0533682625235795,"prey425",25,"hier",5,91
"725","5yrs20ages",0.12684552231824,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,91
"726","10yrs10ages",0.0721147332298807,3.32232308712775e-162,NA,NA,NA,0.136118611672921,NA,NA,"prey1010",10,"TAindex",3,91
"727","20yrs5ages",0.2885503799859,0.0607494972981712,NA,NA,NA,0.0111464056709298,4.64329622959346e-260,NA,"prey520",20,"TAindex",4,91
"728","25yrs4ages",0.353265391527352,0.0392024146931755,NA,NA,NA,0.0236609267973081,6.40793014918467e-184,0,"prey425",25,"TAindex",5,91
"729","5yrs20ages",1.07070993556775,0.224093327078324,0.0529304905802112,1.54590494827402,0.979812120013842,NA,NA,NA,"prey205",5,"hier",2,92
"730","10yrs10ages",0.0834484519517479,0.195366509231953,0.01,3.91240721582541,0.999280552591061,0.0833111061827797,NA,NA,"prey1010",10,"hier",3,92
"731","20yrs5ages",0.0719689207703772,0.0360040887091658,0.01,2.38393235196465,0.999104751343088,0,0.223481979447931,NA,"prey520",20,"hier",4,92
"732","25yrs4ages",0.0860140260082661,0.0527851596464372,0.01,2.118951037228,0.998801408087066,0.0139290237125742,0,0.0727337009884575,"prey425",25,"hier",5,92
"733","5yrs20ages",0.113158992558068,4.64329622959346e-260,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,92
"734","10yrs10ages",0.0864268163929035,5.57781866526881e-128,NA,NA,NA,0.184217818485021,NA,NA,"prey1010",10,"TAindex",3,92
"735","20yrs5ages",0.262966042785649,0.0892496122129659,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,92
"736","25yrs4ages",0.464845091839314,0.105741304740003,NA,NA,NA,2.81681902140674e-62,0,0,"prey425",25,"TAindex",5,92
"737","5yrs20ages",0.757908957743772,0.587394150622665,0.0256121019004468,1.22509609262485,0.98308725935661,NA,NA,NA,"prey205",5,"hier",2,93
"738","10yrs10ages",0.0177331119246634,0.00512925235341657,0.01,2.82816950560818,0.988560669766397,0.162229858702016,NA,NA,"prey1010",10,"hier",3,93
"739","20yrs5ages",0.00929045192970463,0.0462436000438986,0.01,2.92907494923261,0.995973417254604,0.00531272738629515,0.0223610192820158,NA,"prey520",20,"hier",4,93
"740","25yrs4ages",0.00680303621796262,0.0632429733523543,0.01,2.35508898632607,0.995103440967097,0.0113317876779819,0.0314491860795241,3.8004690961881e-27,"prey425",25,"hier",5,93
